longitude, latitude, magnitude, depth,
172.37701,-43.55766,2.74,5,
171.91019,-43.55082,2.638,5,
172.33493,-43.59315,2.89,5,
172.42773,-43.62217,3.279,5,
172.36292,-43.54441,3.096,5,
172.32619,-43.62144,2.629,5,
172.34743,-43.57168,3.331,5,
172.25613,-43.5961,2.535,5,
172.24699,-43.58549,2.754,5,
172.2197,-43.64252,2.8,5,
172.30138,-43.66826,2.686,5,
172.13419,-43.55625,2.612,5,
171.91341,-43.37715,3.21,14.3079,
172.1765,-43.45129,3.6,4.0192,
172.34825,-43.5908,3.216,5,
172.16286,-43.52803,2.669,5,
171.86462,-43.53455,2.531,5,
172.20306,-43.54866,2.719,5,
172.20764,-43.61184,2.942,5,
172.42841,-43.62794,3.061,5,
172.01021,-43.5199,3.061,5,
172.36783,-43.64254,3.388,5,
172.37888,-43.63466,3.436,5,
172.34567,-43.59768,3.033,5,
172.1427,-43.56722,3.073,5,
172.16469,-43.59322,3.067,5,
171.98169,-43.5639,3.551,9.1635,
172.33405,-43.60363,2.956,5,
172.24426,-43.61934,2.795,5,
171.8304,-43.57887,2.86,5,
172.13901,-43.61301,3.2,5,
172.10587,-43.60439,3.999,7.3825,
172.18959,-43.57462,3.835,20.6076,
172.32182,-43.5867,3.022,5,
172.32555,-43.7037,4.021,5,
172.35217,-43.58854,2.766,5,
172.8226,-43.71866,3.071,25.3146,
172.19836,-43.51109,3.047,5,
172.20012,-43.58299,3.598,18.0306,
172.17439,-43.54096,2.909,5,
172.35323,-43.57468,3.308,5,
172.37794,-43.58241,4,8.1574,
172.38722,-43.55628,3.233,5,
172.50871,-43.54758,3.572,13.617,
172.20491,-43.54701,3.659,6.5799,
172.24768,-43.6029,2.821,5,
172.38042,-43.56866,4.3,6.235,
172.33723,-43.60905,3.212,5,
172.3765,-43.56893,4.4,8.6373,
171.94429,-43.59815,3.549,18.7941,
172.36594,-43.57769,3.622,5,
172.35855,-43.585,3.687,5.8493,
172.38016,-43.5721,2.691,5,
172.3688,-43.56165,2.836,5,
171.91048,-43.55237,2.877,5,
172.34262,-43.61205,2.943,5,
172.32773,-43.56575,3.519,5,
172.38448,-43.62369,3.019,5,
172.39363,-43.61001,3.448,5,
171.88455,-43.56952,3.344,5,
172.17752,-43.52332,2.912,5,
172.37761,-43.57165,2.835,5,
172.38072,-43.56652,2.706,5,
172.32237,-43.59998,2.719,5,
172.35146,-43.58402,3.095,5,
172.22664,-43.6263,2.664,5,
171.90462,-43.61897,3.445,5,
172.31306,-43.60107,2.845,5,
172.43507,-43.65062,2.792,5,
172.31134,-43.58347,2.709,5,
172.36633,-43.62269,3.353,5,
172.46417,-43.6502,3.229,5,
172.40012,-43.60672,2.79,5,
172.34627,-43.59541,2.801,5,
172.31183,-43.57567,3.077,5,
172.15999,-43.47099,3.604,7.379,
172.18135,-43.48442,2.927,5,
172.17654,-43.55654,2.838,5,
172.34044,-43.61113,3.028,5,
172.40431,-43.64265,2.783,5,
172.16667,-43.49199,2.777,5,
172.13925,-43.48526,2.728,8.7427,
172.1891,-43.49126,3.123,5.6274,
172.44362,-43.65661,3.129,5,
172.17664,-43.63257,2.77,5,
172.39731,-43.59186,2.823,5,
172.06636,-43.60074,3.204,5,
172.17108,-43.48068,2.932,5,
172.33134,-43.60404,3.228,12,
172.16605,-43.48267,2.851,5.399,
172.16225,-43.61157,3.762,5.9205,
171.85664,-43.55848,4.3,9.3705,
171.94409,-43.55117,4.065,5,
171.96745,-43.52746,3.246,5,
171.95226,-43.54738,2.725,5,
172.12485,-43.60203,3.334,5,
172.33618,-43.60535,3.08,5,
171.87054,-43.58011,3.014,5,
172.35602,-43.56638,2.863,5,
172.18065,-43.50824,2.758,6.3562,
172.21977,-43.60242,2.592,5,
172.19798,-43.5757,2.814,5,
172.77831,-43.66328,2.928,20.3971,
172.40303,-43.60254,3.029,5,
171.97157,-43.56901,3.279,5,
172.46964,-43.60443,3.499,12.1347,
172.11378,-43.62,3.476,5,
172.28661,-43.60353,2.836,5,
172.14967,-43.48399,2.872,5,
171.91029,-43.56404,2.886,5,
171.8868,-43.56665,3.015,5,
172.43103,-43.52075,2.856,5,
172.19815,-43.54231,2.772,5,
172.34908,-43.59175,3.759,5,
172.34541,-43.58578,2.647,5,
172.24577,-43.59603,2.751,5,
172.47755,-43.64536,2.837,5,
171.8951,-43.56404,3.214,5,
171.92296,-43.54601,3.016,5,
172.45004,-43.56748,2.69,5,
171.97141,-43.56948,2.713,5,
172.4753,-43.64399,2.864,5,
172.33588,-43.6083,3.235,5,
172.38544,-43.58635,2.96,5,
171.89357,-43.54206,2.993,5,
172.37567,-43.59442,4,8.2441,
171.98711,-43.26196,4.6,8.4368,
172.01224,-43.2531,3.997,5,
171.96626,-43.24471,4.045,5,
171.98886,-43.26343,3.801,6.5243,
172.0195,-43.22588,3.458,5,
172.35878,-43.58007,4.078,5,
172.17352,-43.60069,2.835,5,
172.00345,-43.272,3.228,8.4635,
172.30426,-43.55859,2.748,5,
172.25035,-43.61271,2.935,5,
172.38438,-43.57802,2.773,5,
172.04881,-43.61744,3.578,5,
172.38664,-43.57738,2.9,5,
172.13484,-43.59824,3.1,5,
172.46259,-43.64651,3.301,5,
172.42439,-43.5885,3.122,5,
172.37537,-43.57209,2.991,5,
172.36987,-43.5768,3.125,5,
172.35844,-43.57229,3.802,5,
172.28841,-43.59056,3.014,5,
172.04608,-43.58433,3.245,5,
172.26291,-43.61205,2.918,5,
172.22108,-43.58651,2.525,5,
172.28479,-43.59489,2.784,5,
172.01569,-43.56937,2.849,5,
172.2525,-43.612,3.574,5,
171.85364,-43.58515,3.8,5,
172.38245,-43.61341,2.665,5,
172.38116,-43.56482,2.535,5,
172.3775,-43.56819,2.997,5,
172.11821,-43.59623,2.764,5,
171.89136,-43.58526,3.314,5,
172.48453,-43.62852,2.558,7.9679,
172.34511,-43.58118,2.668,5,
172.45007,-43.65026,3.01,5,
171.86858,-43.57794,2.622,5,
172.40773,-43.60591,2.669,5,
172.3027,-43.55255,2.76,5,
172.26407,-43.60358,3.801,5,
172.25552,-43.60311,2.93,5,
172.0094,-43.26968,3.479,7.8089,
172.44577,-43.64006,2.712,5,
172.24532,-43.60368,2.727,5,
172.41505,-43.5872,3.109,12,
172.02943,-43.61312,3.105,5,
172.12827,-43.40755,2.863,5,
172.1756,-43.49463,3.063,5,
172.18892,-43.61312,2.619,5,
172.40445,-43.63432,2.752,5,
171.94072,-43.58362,3.445,5,
172.44296,-43.62104,2.696,5,
172.2773,-43.59179,2.905,5,
172.26778,-43.56912,3.179,5,
171.88354,-43.60678,3.509,5,
172.36771,-43.57874,3.37,12,
172.11258,-43.48724,3.817,6.2464,
172.18883,-43.60041,3.343,5,
172.16489,-43.60967,3.231,5,
172.14056,-43.59851,2.947,5,
172.16751,-43.61774,3.171,5,
172.15829,-43.47335,2.803,5,
172.16373,-43.45036,3.12,5,
172.78572,-43.70912,3.142,21.7487,
172.20195,-43.59551,2.637,5,
172.21962,-43.59992,2.753,5,
172.31706,-43.62617,2.744,5,
172.20067,-43.61505,3.332,5,
171.82994,-43.59219,3.311,5,
172.32016,-43.59496,3.806,12,
172.43484,-43.63011,3.225,5,
172.20412,-43.56386,3.748,13.1335,
172.31516,-43.60055,3.23,12,
172.33896,-43.57761,2.796,12,
171.84727,-43.58189,2.963,5,
172.3018,-43.56664,2.885,5,
172.19022,-43.51411,3.323,5.4563,
172.32515,-43.59084,3.105,14.4517,
172.38661,-43.59733,2.819,5,
172.05612,-43.6136,2.999,5,
171.84264,-43.55225,2.871,5,
172.3844,-43.56961,2.464,5,
172.06535,-43.6174,3.568,5.6877,
172.39908,-43.61864,2.756,5,
172.20401,-43.61597,3.198,5,
172.1761,-43.48949,3.047,5.3435,
172.23401,-43.6065,2.876,5,
171.8457,-43.56802,3.644,5,
172.44583,-43.65176,2.932,5,
172.07327,-43.59248,2.969,5,
172.32318,-43.7165,3.047,12,
172.17006,-43.59704,2.874,12,
172.16299,-43.49747,3.466,7.4459,
172.29521,-43.55809,2.727,5,
172.17909,-43.62339,2.854,5,
172.44633,-43.66214,3.91,6.8265,
172.32892,-43.60385,2.696,5,
172.45174,-43.6529,3.116,5,
172.33104,-43.67258,2.89,12,
172.27901,-43.59653,2.923,12,
172.39767,-43.56116,2.752,5,
172.40042,-43.61483,3.219,5,
172.39961,-43.60904,2.607,5,
172.36505,-43.65262,2.514,5,
171.76102,-43.54898,2.716,20.2074,
172.14526,-43.6031,3.139,5,
172.1609,-43.52155,2.781,5,
172.25278,-43.57264,2.702,5,
172.40387,-43.58742,2.768,5,
172.19916,-43.57698,3.22,5,
172.56395,-43.54011,3.013,15.0899,
172.19456,-43.50942,2.634,5,
172.40764,-43.62186,3.8,9.6929,
172.34683,-43.59111,3.387,5,
172.4554,-43.54418,3.09,13.0097,
171.94463,-43.55417,3.195,5,
172.07689,-43.58707,4,7.9415,
172.23526,-43.61919,3.223,5,
172.39386,-43.55835,3.863,6.2992,
171.89098,-43.56095,3.431,5,
172.32401,-43.61353,3.353,5,
172.22423,-43.63111,2.853,5,
171.92625,-43.57283,2.672,5,
172.2321,-43.62973,2.623,5,
172.14029,-43.56694,3.45,5,
172.20868,-43.55128,3.303,5,
172.15602,-43.42321,2.729,12,
171.64807,-43.81577,3.501,12,
172.26434,-43.61076,3.158,5,
172.34737,-43.59513,2.895,5,
172.53535,-43.52012,2.912,12,
172.4915,-43.54022,2.806,12,
171.85258,-43.59932,3.1,5,
172.32666,-43.59663,2.823,5,
171.87035,-43.58527,2.978,5,
172.42661,-43.63643,2.843,5,
171.63214,-43.57854,3.163,5,
172.17873,-43.49049,3.2,5.1715,
171.88377,-43.55697,2.77,5,
172.06607,-43.5844,2.857,5,
172.15755,-43.4616,2.841,5,
172.14874,-43.61818,4.3,8.4453,
172.14763,-43.6081,4.7,7.8282,
172.3792,-43.64444,3.261,5,
172.15968,-43.61218,4.036,5,
172.3282,-43.5415,2.624,5,
172.37833,-43.63164,3.369,5,
172.13609,-43.60851,2.923,5,
172.43581,-43.59351,2.838,12.2779,
172.15138,-43.61697,4,7.0111,
172.38554,-43.63238,3.426,5,
172.35651,-43.58031,3.511,5,
172.36504,-43.57449,3.291,5,
172.45647,-43.64472,2.829,17.3091,
172.18793,-43.57202,2.786,5,
171.89178,-43.56773,2.7,5,
172.38676,-43.56028,2.714,5,
172.17453,-43.60015,2.664,5,
171.88933,-43.62033,3.8,5,
172.38953,-43.61647,3.205,5,
172.34175,-43.59006,2.704,5,
171.91188,-43.56633,2.959,5,
172.94264,-43.2672,2.824,12,
172.14459,-43.60064,2.731,5,
172.3893,-43.56427,3.173,5,
172.14949,-43.61517,3.9,7.1635,
172.00598,-43.26462,3.508,8.8585,
172.1476,-43.61864,2.637,5,
172.28525,-43.56036,3.176,5,
172.40892,-43.64223,3.746,7.0328,
171.88043,-43.58006,2.642,12,
171.88388,-43.55182,2.992,5,
172.16451,-43.49239,3.101,5,
171.88091,-43.56384,2.924,5,
171.92352,-43.56777,3.725,5,
172.35222,-43.58633,2.669,5,
172.16083,-43.50614,2.786,6.0466,
172.19672,-43.50451,3.219,5,
172.28984,-43.60449,3.7,10.1545,
171.89349,-43.59462,2.884,5,
172.1707,-43.51483,2.808,5,
171.88785,-43.54869,3.8,5,
172.16127,-43.59513,2.954,5,
172.39381,-43.58376,2.759,5,
172.26042,-43.61144,3.01,5,
172.3717,-43.65087,3.8,7.0925,
171.93904,-43.55844,4.212,6.5999,
172.19196,-43.5392,3.472,5,
172.36642,-43.62109,3.378,4.5959,
172.38062,-43.59384,2.729,5,
171.94766,-43.5588,3.127,5,
171.74315,-43.5589,3.101,5,
172.33432,-43.61337,3.282,5,
172.43462,-43.61414,3.186,5,
172.37526,-43.56985,3.595,5,
172.4225,-43.62117,3.05,5,
172.39388,-43.60055,2.955,5,
172.09662,-43.5901,2.625,5,
171.88641,-43.54515,2.581,5,
172.34187,-43.61994,3.143,5,
171.95604,-43.23745,3.033,7.3044,
171.89436,-43.56295,2.805,5,
172.32617,-43.59127,2.87,5,
171.89575,-43.58829,2.775,5,
172.18405,-43.57119,3.259,5,
172.37953,-43.63556,3.061,5,
172.32945,-43.60217,2.545,5,
172.42502,-43.60212,4,10.0671,
172.21895,-43.60532,3.85,5,
172.0856,-43.6275,2.874,5,
172.89674,-43.4317,3.314,20.3085,
171.8597,-43.55265,2.542,5,
172.11794,-43.44704,2.964,5,
172.39041,-43.63535,3.7,7.4133,
172.37006,-43.57325,3.084,5,
171.8725,-43.56815,3.169,5,
172.0728,-43.52858,2.986,5,
172.42294,-43.60497,3.7,9.9268,
172.34172,-43.58527,3.117,5,
171.96031,-43.29507,2.907,8.4272,
171.94629,-43.29355,3.62,8.3134,
172.38231,-43.56614,3.331,5,
172.19046,-43.45955,3.635,5,
172.25996,-43.62617,2.694,5,
172.40109,-43.59822,2.614,5,
172.1684,-43.48001,2.834,5,
172.39804,-43.63996,2.88,5,
171.8584,-43.53201,2.651,5,
172.17308,-43.47834,3.398,6.2144,
172.13773,-43.47855,3.1,8.8971,
172.4326,-43.63824,3.311,5,
172.44003,-43.65873,3.069,5,
172.1517,-43.60926,2.509,5,
171.89137,-43.59511,3.265,5,
171.955,-43.30067,2.78,8.8507,
172.2937,-43.57828,2.577,5,
172.22293,-43.61401,3.241,5,
172.38396,-43.64988,2.565,5,
172.28975,-43.57349,2.456,5,
172.11819,-43.64194,2.787,5,
172.36545,-43.57783,3.046,5,
172.24884,-43.60686,2.759,5,
172.4274,-43.67558,3.253,5,
172.37611,-43.55879,2.965,5,
172.32353,-43.62205,3.37,5,
171.922,-43.54683,2.85,5,
172.15617,-43.52676,2.632,5,
172.24875,-43.60982,3.247,5,
172.30669,-43.57832,2.909,5,
171.98082,-43.57405,2.739,5,
172.24275,-43.59495,3.363,5.5941,
172.37172,-43.63316,2.909,5,
172.15195,-43.47188,2.651,5,
172.35396,-43.5941,3.7,8.7478,
172.34055,-43.63017,3.141,5,
172.15289,-43.51964,2.69,5,
172.19814,-43.61833,2.941,5,
171.93486,-43.55879,3.848,5.554,
172.32443,-43.58844,3.644,14.5676,
171.84985,-43.62611,3.037,5,
172.07434,-43.59186,2.799,5,
172.44284,-43.63536,3.7,9.5666,
172.45311,-43.61773,3.004,12,
172.47342,-43.57239,2.946,26.71,
171.87108,-43.57574,3.241,5,
172.15683,-43.598,2.951,5,
172.38203,-43.63087,4.5,7.4867,
172.43944,-43.59151,3.307,7.2458,
172.29456,-43.57668,2.624,5,
172.41299,-43.64095,2.5,5,
172.38695,-43.6193,2.704,5,
172.26112,-43.60632,2.739,5,
171.93221,-43.5646,2.711,5,
172.36212,-43.65055,2.675,5,
172.20215,-43.57699,3.9,9.1725,
171.93735,-43.54293,3.854,8.8724,
171.99471,-43.57909,2.663,5,
171.92995,-43.5375,3.463,8.1017,
172.37907,-43.57098,2.344,7.8945,
171.89912,-43.54685,3.212,5,
172.18341,-43.46643,2.828,5,
172.14331,-43.4952,2.881,5,
172.14481,-43.52154,2.724,5,
172.32689,-43.5691,2.647,5,
172.34587,-43.58994,3.464,7.7926,
172.24831,-43.5769,3.297,5,
172.19682,-43.61808,2.7,12,
172.38852,-43.62918,3.188,7.7886,
172.46411,-43.63531,3.889,8.6697,
172.31882,-43.60956,2.972,5,
171.9003,-43.55003,2.797,5,
172.27875,-43.5448,3.065,5,
172.1666,-43.48083,2.721,5,
172.35475,-43.62489,2.777,5,
172.41183,-43.60876,2.955,5,
172.09389,-43.57601,2.564,5,
172.43497,-43.58593,3.303,6.7012,
172.35201,-43.60482,2.511,5,
172.4402,-43.65237,2.79,5,
172.16599,-43.60203,2.948,5,
172.16341,-43.61676,2.978,5,
172.15396,-43.51883,2.855,5,
172.3968,-43.60937,3.148,5,
172.37465,-43.58625,3.128,5,
172.35236,-43.6025,2.709,12,
172.24806,-43.57281,3.125,5,
172.34886,-43.58728,2.581,5,
172.3839,-43.62663,2.836,5,
172.33063,-43.5586,2.979,12,
172.24364,-43.59853,2.882,5,
172.39847,-43.56446,3.376,7.9846,
172.47118,-43.64406,3.541,8.4936,
172.4682,-43.64477,3.411,8.4826,
172.09576,-43.60311,3.01,5,
172.00052,-43.26859,2.828,8.4241,
171.86749,-43.57302,2.743,5,
172.4017,-43.54279,2.66,5,
172.41609,-43.5411,2.677,12,
172.56297,-43.63664,3.038,13.9583,
171.90987,-43.55154,2.745,5,
172.20085,-43.50824,3.171,7.7852,
172.17355,-43.60536,3.323,8.9035,
172.17184,-43.48182,3.163,5.9484,
171.83159,-43.56882,2.827,5,
172.33919,-43.60912,2.849,5,
172.15523,-43.61721,3.208,5,
172.48265,-43.60912,3.435,8.7364,
171.89253,-43.53422,3.419,8.9796,
172.34654,-43.61749,2.785,5,
172.0428,-43.59093,3.009,5,
172.12956,-43.61646,2.866,5,
172.15332,-43.5296,2.594,5,
172.14281,-43.46313,2.748,5,
172.58786,-43.5834,3.239,4.7838,
172.30557,-43.5825,2.702,5,
172.2357,-43.60427,2.586,5,
172.28505,-43.61062,2.876,5,
172.24846,-43.61676,2.866,5,
172.01624,-43.26565,3.299,8.8052,
171.92963,-43.55328,2.799,5,
172.2975,-43.59291,3.585,9.1071,
172.13774,-43.60784,2.93,5,
172.2551,-43.5977,2.783,5,
171.91071,-43.52978,3.344,8.8514,
172.25319,-43.60777,2.62,12,
172.04825,-43.61076,2.841,5,
171.91809,-43.55961,2.573,5,
172.20319,-43.6526,2.658,5,
172.39876,-43.56284,3.287,7.1712,
172.37845,-43.58818,2.818,19.2521,
172.14972,-43.58891,2.777,5,
172.5276,-43.60808,2.833,5,
171.87755,-43.51807,2.86,5,
172.36322,-43.59731,2.827,5,
172.46434,-43.6304,2.984,5,
171.80264,-43.57982,3.285,7.0662,
172.37155,-43.56135,2.95,5,
172.38927,-43.77238,3.24,7.0229,
172.45059,-43.64566,3.044,5,
172.37512,-43.6332,2.681,5,
172.24965,-43.59155,4.107,7.5701,
172.18626,-43.58306,2.997,5,
172.41382,-43.56583,2.915,12,
172.3943,-43.5822,3.453,9.5281,
171.88705,-43.54343,3.691,8.6083,
172.5114,-43.56689,2.716,12,
172.34706,-43.60109,2.995,5,
172.18462,-43.57227,2.774,5,
172.16145,-43.52869,2.516,5,
172.4496,-43.60554,3.346,8.9956,
172.20605,-43.62552,2.852,5,
172.00697,-43.5882,2.816,5,
172.19214,-43.60834,3.152,5,
172.06741,-43.5973,2.562,5,
172.41664,-43.58693,3.563,8.1388,
172.36992,-43.5854,2.926,5,
172.42703,-43.62851,2.602,5,
172.34477,-43.60536,3.06,5,
172.40387,-43.57572,2.79,5,
172.36647,-43.58464,2.585,5,
172.35553,-43.60609,2.518,5,
172.18196,-43.55602,2.702,5,
172.2946,-43.56549,2.885,5,
172.43227,-43.62171,2.969,5,
172.17285,-43.56633,3.491,7.8742,
172.01465,-43.56137,3.074,5,
171.80365,-43.54681,2.68,5,
171.9368,-43.55164,2.911,5,
172.06793,-43.6064,3.04,5,
172.38715,-43.56505,3.601,7.1449,
171.93021,-43.52782,2.938,5,
172.39819,-43.65488,2.503,5,
171.85396,-43.52691,2.638,5,
172.34186,-43.59861,2.913,5,
172.35139,-43.57929,2.763,5,
172.29924,-43.6288,2.743,12,
172.31764,-43.58875,3.485,7.6978,
172.31667,-43.58051,2.935,5,
172.22356,-43.64002,3.25,5,
171.89914,-43.57339,3.016,5,
172.37683,-43.57102,3.169,5,
171.86885,-43.55976,2.686,5,
172.38976,-43.58875,2.516,5,
172.28714,-43.59937,3.657,9.0612,
172.16618,-43.60905,2.713,5,
172.32095,-43.61245,2.455,5,
172.31741,-43.62411,2.631,5,
171.99986,-43.27069,2.747,8.9016,
172.50221,-43.61,3.9,6.3312,
172.22386,-43.64868,2.562,5,
172.11024,-43.65125,2.743,5,
172.30832,-43.55744,2.668,5,
172.13828,-43.57161,2.761,5,
172.21091,-43.63028,2.585,5,
172.3913,-43.60484,2.981,5,
172.38544,-43.63008,2.536,5,
172.49049,-43.61435,2.868,5,
172.17799,-43.48222,3.794,5.499,
172.15543,-43.60831,2.706,5,
172.16006,-43.56358,2.905,5,
172.33191,-43.61646,2.84,5,
172.35043,-43.59827,2.55,5,
172.38402,-43.56875,2.56,5,
172.3409,-43.59161,2.421,5,
172.02081,-43.61508,2.835,5,
172.06987,-43.60088,2.701,5,
172.38165,-43.61794,2.631,5,
172.36411,-43.57367,2.519,5,
172.15303,-43.58712,2.804,5,
171.88568,-43.57306,3.099,5,
172.32182,-43.60285,2.678,5,
172.39441,-43.61534,2.993,5,
172.33548,-43.59407,2.529,5,
172.06256,-43.23226,2.757,5,
172.33127,-43.59066,2.694,5,
172.26932,-43.57839,2.686,5,
171.91495,-43.55792,2.798,12,
172.11176,-43.61299,2.724,5,
172.41629,-43.62996,2.723,12,
172.35599,-43.61378,2.652,5,
172.3277,-43.69551,2.659,5,
172.28105,-43.57343,2.844,12,
172.46614,-43.62705,2.966,5,
172.30457,-43.58462,2.572,5,
172.22464,-43.63124,2.765,5,
172.39899,-43.61653,3.063,5,
172.15959,-43.60704,3.786,8.8349,
172.2939,-43.57759,2.718,5,
172.24986,-43.60554,2.555,5,
172.17018,-43.49276,3.12,6.0042,
172.39076,-43.54349,3.068,5,
172.17288,-43.51837,2.753,5,
172.1599,-43.46675,3.344,5,
172.39435,-43.58497,2.591,5,
172.23151,-43.61113,2.744,12,
172.32878,-43.60758,2.81,5,
172.16852,-43.56732,2.442,5,
171.89546,-43.56063,2.717,5,
172.36205,-43.60588,2.82,5,
172.19095,-43.55274,3.206,5,
171.86331,-43.56293,4.2,8.6686,
172.30177,-43.54875,3.705,4.4981,
172.19989,-43.54879,3.76,9.1612,
171.94601,-43.28415,3.829,7.8583,
171.95143,-43.28367,3.308,6.4451,
172.29234,-43.60044,3.025,12,
172.3335,-43.61068,2.454,5,
172.37862,-43.5521,3.36,10.4106,
171.87044,-43.58463,2.883,5,
171.99539,-43.3274,2.778,12,
172.15451,-43.601,3.24,8.2736,
171.87881,-43.59682,3.154,5,
171.86581,-43.56387,2.715,5,
171.87405,-43.56808,2.682,5,
172.34923,-43.59455,2.292,5,
172.36604,-43.57272,2.704,5,
172.34149,-43.60024,2.756,5,
172.15179,-43.61522,3.131,5,
172.21991,-43.63884,2.531,5,
171.8519,-43.59093,2.766,5,
172.21375,-43.59651,2.442,5,
172.39145,-43.55603,2.806,5,
172.41617,-43.60085,3.707,9.1832,
172.28818,-43.62769,2.931,5,
171.87479,-43.58499,2.937,5,
172.4039,-43.58034,3.9,9.928,
172.20024,-43.57474,2.647,5,
172.17816,-43.59032,3.752,11.277,
172.14212,-43.49034,2.918,9.1412,
172.16656,-43.4871,3.456,6.5427,
171.83232,-43.57513,3.093,7.7084,
172.37746,-43.76475,3.197,5,
172.56802,-43.62066,3.266,5.2987,
172.09753,-43.58255,3.652,8.3265,
172.38651,-43.56329,2.974,5,
172.37105,-43.62067,2.709,5,
171.91762,-43.57637,2.664,5,
172.16182,-43.55718,2.718,5,
171.88846,-43.56678,3.003,5,
172.15736,-43.45693,2.838,5,
172.21921,-43.60927,3.214,5,
172.38683,-43.62467,3.022,5,
172.32819,-43.59476,3.114,5,
172.48763,-43.59405,2.743,5,
172.34781,-43.58638,2.509,5,
172.20288,-43.64895,2.783,5,
172.38124,-43.77665,2.721,5,
172.16869,-43.60274,3.26,5,
172.203,-43.63712,2.611,5,
172.36465,-43.60933,2.958,5,
172.40134,-43.53899,2.701,5,
172.33237,-43.64842,2.801,5,
172.36023,-43.57807,2.888,5,
172.54774,-43.58582,2.952,5,
172.49248,-43.61938,3.811,8.2927,
172.24028,-43.62299,3.088,5,
172.10516,-43.49577,2.876,5,
172.28146,-43.57037,2.992,5,
172.43352,-43.64935,2.815,5,
172.21303,-43.63868,2.707,5,
172.13272,-43.63144,2.776,5,
172.38773,-43.54608,3.273,7.4895,
172.48331,-43.58959,2.528,12,
172.1981,-43.5261,3.164,5.0817,
172.36674,-43.65115,2.838,5,
172.1161,-43.5382,2.722,5,
172.12791,-43.58572,2.676,5,
172.34221,-43.61296,3.07,5,
172.4527,-43.64631,2.858,5,
171.85167,-43.57538,2.705,5,
172.19255,-43.58369,2.725,5,
171.88777,-43.5847,2.832,5,
172.11658,-43.29712,3.303,5,
172.0986,-43.57944,3.323,8.2176,
172.15659,-43.61805,2.7,5,
172.43417,-43.65665,2.928,5,
171.94868,-43.5568,2.866,5,
172.48851,-43.72913,2.758,5,
172.2504,-43.59742,3.514,9.3424,
172.04237,-43.61009,3.176,5,
171.87357,-43.58634,2.981,5,
172.42624,-43.59146,3.564,9.4608,
172.1032,-43.60289,2.767,5,
172.38737,-43.60398,3.575,6.3481,
172.13805,-43.47689,3.194,5,
172.34402,-43.65024,2.705,5,
171.85712,-43.57962,2.908,5,
172.05074,-43.61517,2.816,5,
172.15416,-43.47004,2.792,5,
172.16902,-43.61878,2.918,5,
172.16292,-43.61534,3.061,5,
172.09526,-43.59573,3.13,5,
172.11453,-43.44396,3.241,5,
172.19553,-43.65386,2.745,5,
172.15666,-43.6081,3.176,5,
172.43645,-43.59959,3.12,6.4109,
171.95036,-43.54735,2.714,5,
171.8506,-43.5794,3.083,5,
171.97357,-43.54375,3.069,5,
172.1492,-43.45839,2.805,5,
172.25313,-43.59104,3.635,7.3713,
172.39322,-43.54856,2.788,5,
172.40381,-43.61781,2.867,5,
172.11124,-43.4755,3.011,5,
172.50769,-43.50485,3.408,12,
171.83704,-43.57198,3.316,6.6241,
172.53215,-43.9078,3.111,5,
172.40582,-43.59332,3.329,8.1432,
172.19174,-43.63005,3.054,5,
172.16573,-43.46763,3.423,6.5566,
172.7088,-43.93907,2.966,22.562,
172.48697,-43.63803,3.008,5,
172.47171,-43.63718,3.137,7.6376,
172.42879,-43.5881,3.335,8.1694,
172.34932,-43.62639,2.999,12,
172.31412,-43.54835,3.647,7.4308,
172.06551,-43.60039,2.913,5,
172.40587,-43.59293,2.618,5,
172.38258,-43.6254,2.776,15.5772,
172.27617,-43.56243,4.1,15.0139,
172.40781,-43.44815,2.573,5,
172.37146,-43.59783,2.65,5,
172.28308,-43.54019,2.733,5,
172.40613,-43.53836,3.253,7.4582,
171.91074,-43.5706,3.051,5,
172.23112,-43.6045,2.608,5,
172.37814,-43.61052,2.8,5,
172.24223,-43.61097,2.43,5,
172.27109,-43.51275,2.265,23.7881,
172.38991,-43.55844,3.316,7.1027,
172.30453,-43.54073,2.968,5,
172.14928,-43.59235,3.296,5,
171.92702,-43.56948,2.944,5,
172.2525,-43.61491,3.238,5,
172.30028,-43.56014,2.434,5,
172.26463,-43.60812,3.086,5,
172.47105,-43.64286,3.629,8.361,
172.39748,-43.58145,3.608,8.7143,
172.16055,-43.60273,3.184,5,
172.15457,-43.51229,2.883,5,
172.44925,-43.738,2.678,5,
172.33519,-43.59086,2.727,5,
171.88057,-43.54373,3.055,5,
172.18196,-43.61688,2.816,12,
172.41171,-43.60185,3.196,12,
172.17972,-43.58055,3.136,12,
172.46115,-43.64681,3.8,7.949,
172.33376,-43.53359,3.299,5.7318,
172.22258,-43.59619,3.052,12,
172.39568,-43.5615,3.57,9.4592,
172.394,-43.56371,4.1,9.8472,
172.17152,-43.51338,3.336,9.1278,
172.29245,-43.57861,3.097,5,
172.38913,-43.61528,2.426,5,
172.12579,-43.48425,2.527,5,
172.16875,-43.46275,4,5.6146,
172.42873,-43.7731,2.927,12,
172.23367,-43.58861,3.017,16.4471,
172.15942,-43.47678,3.33,5,
172.40033,-43.54813,3.762,6.3224,
172.12482,-43.43966,3.132,5,
172.17247,-43.45685,3.219,6.546,
172.17523,-43.47424,2.825,5,
172.51427,-43.58228,3.22,5.684,
171.89464,-43.52129,2.551,5,
172.54446,-43.59406,3.568,9.0381,
