longitude, latitude, magnitude, depth,
172.24603,-43.59237,2.791,7.4829,
172.3692,-43.55379,3.311,7.9907,
172.16261,-43.47823,3.094,8.5651,
172.35518,-43.62511,2.759,5,
171.87912,-43.59177,2.684,5,
172.19824,-43.59118,3.229,5,
172.33653,-43.62108,3.248,12,
172.21194,-43.64331,2.274,5,
172.28923,-43.57005,2.433,5,
172.28818,-43.54436,3.249,18.5005,
172.06461,-43.56278,3.472,9.9751,
172.07289,-43.59849,2.856,5,
172.36134,-43.58003,2.524,5,
172.48724,-43.62439,3.495,5,
172.26048,-43.59192,2.598,5,
172.13161,-43.43206,3.227,5,
172.38307,-43.5552,3.031,5,
172.38307,-43.56562,4.2,8.4823,
172.41107,-43.507,2.901,5,
172.4503,-43.65415,3.236,5,
172.55843,-43.62481,3.775,6.9378,
172.33823,-43.58916,3.919,7.5441,
172.26025,-43.61005,3.157,12,
172.45279,-43.63036,3.132,5,
172.41083,-43.58057,2.797,12,
171.85857,-43.60457,3.207,5,
172.36302,-43.59272,3.114,5,
172.1703,-43.46259,3.119,5,
172.17752,-43.52095,2.868,5,
172.48798,-43.61528,2.645,5,
172.36139,-43.61718,2.752,5,
172.17609,-43.4465,3.766,5.2071,
172.16562,-43.61657,3.232,5,
172.39084,-43.55924,3.366,7.8178,
172.14127,-43.5743,3.132,5,
172.19122,-43.5007,3.879,5.2328,
172.06612,-43.57162,3.981,7.3071,
172.36633,-43.58271,3.373,5,
172.3004,-43.63563,2.873,5,
172.51668,-43.5271,2.708,5,
172.39035,-43.57447,3.219,8.3784,
172.26509,-43.60921,2.883,12,
172.03493,-43.5834,2.905,5,
172.41791,-43.57847,2.962,5,
172.34746,-43.64267,3.235,18.9906,
172.28447,-43.62291,3.126,17.2662,
172.34952,-43.59379,3.179,5,
171.87901,-43.54667,3.679,10.1704,
172.25063,-43.5577,2.355,5,
172.37419,-43.59551,3.237,5.9674,
172.1963,-43.52776,3.047,5,
172.38838,-43.56006,3.521,6.2274,
172.05811,-43.56859,3.489,9.1369,
172.01018,-43.27164,2.819,8.5578,
172.36229,-43.58025,2.523,5,
171.9136,-43.57672,2.866,5,
172.2937,-43.6127,3.223,16.8477,
172.39354,-43.58231,3.537,8.7934,
172.44212,-43.82932,3.335,8.326,
172.13651,-43.58632,3.467,8.2665,
172.1393,-43.60266,3.034,5,
172.51392,-43.79332,2.368,12,
172.44104,-43.52121,3.13,5,
171.91154,-43.54947,2.896,5,
172.37515,-43.55846,3.035,5,
172.21465,-43.52666,2.798,5,
172.47783,-43.64415,3.578,9.1616,
172.32709,-43.60055,2.756,5,
171.89046,-43.57623,3.165,5,
171.95337,-43.58411,2.835,5,
171.88974,-43.54943,2.218,5,
172.37253,-43.74868,3.334,7.1887,
172.40266,-43.58384,3.109,5,
172.17061,-43.5017,2.892,5,
172.5583,-43.62937,3.837,6.7614,
172.43286,-43.63005,3.115,12,
172.3801,-43.56865,4.8,8.5678,
172.38025,-43.56393,4.545,7.7294,
172.5238,-43.58405,3.158,5,
172.38161,-43.55472,3.926,6.7458,
171.85748,-43.57884,5,7.566,
172.39188,-43.55684,3.627,8.1575,
172.48956,-43.62613,3.9,7.6971,
172.43771,-43.52274,3.037,5,
172.32553,-43.56027,3.418,6.6855,
171.86179,-43.5693,2.822,5,
172.19391,-43.55455,3.207,5,
171.88638,-43.52766,4.2,9.4562,
172.36807,-43.5659,2.812,5,
172.38159,-43.56385,3.004,5,
172.39595,-43.61454,2.958,12,
171.89377,-43.53951,2.766,5,
172.47055,-43.63601,3.472,8.7556,
172.23045,-43.61353,3.233,5,
172.47835,-43.6174,3.641,7.2941,
172.35759,-43.57785,3.141,5,
172.3819,-43.56094,3.87,7.7924,
172.38155,-43.55667,2.7,5,
172.34467,-43.59589,2.924,5,
172.39426,-43.56375,3.009,5,
172.33975,-43.59227,2.908,5,
171.84453,-43.57986,2.833,5,
172.38214,-43.55365,2.653,5,
171.84741,-43.58017,2.811,5,
172.39165,-43.57128,3.411,4.6326,
171.88065,-43.57105,3.417,7.504,
172.41733,-43.53486,3.034,5,
172.43311,-43.62395,3.145,5,
172.34018,-43.5802,2.707,5,
172.31667,-43.562,2.98,5,
171.8266,-43.59192,2.776,5,
172.36214,-43.58667,3.04,5,
171.93562,-43.56523,3.272,7.3093,
172.40036,-43.54985,3.166,6.4013,
172.44783,-43.64912,2.942,5,
172.16223,-43.44773,3.69,6.7059,
172.22934,-43.64505,4.8,15.2834,
172.2726,-43.60334,2.872,5,
172.51292,-43.57736,2.97,5,
171.90381,-43.57948,3.171,5,
171.92139,-43.56721,2.696,5,
172.34161,-43.52772,3.128,5,
172.50015,-43.60415,3.56,6.5182,
172.30072,-43.59246,2.957,5,
172.21533,-43.6081,2.645,12,
172.14522,-43.6097,2.72,5,
171.92552,-43.54964,2.541,5,
172.26605,-43.54195,2.872,5,
172.30402,-43.56564,2.484,5,
172.16504,-43.52077,3.889,9.1889,
172.11719,-43.41614,3.333,6.7244,
172.3493,-43.5967,2.922,5,
172.38264,-43.56728,2.972,5,
172.36296,-43.57087,2.679,5,
172.35896,-43.5994,2.412,5,
171.89362,-43.56411,2.635,5,
172.27202,-43.59014,3.537,8.2703,
171.92352,-43.56187,2.673,5,
172.26883,-43.59365,2.966,12,
172.11375,-43.44753,3.148,5,
171.93196,-43.55234,2.918,5,
172.34853,-43.58931,2.673,5,
172.38866,-43.5859,3.224,5,
172.29442,-43.59959,2.475,5,
172.27167,-43.61481,2.774,5,
171.88699,-43.59753,2.754,12,
172.37694,-43.5895,2.605,5,
172.37404,-43.63925,2.925,5,
172.24081,-43.60692,2.554,5,
171.88007,-43.56591,3.514,7.8579,
172.41878,-43.63052,3.7,8.1948,
172.44391,-43.64857,2.822,5,
172.47609,-43.63757,3.464,8.1232,
172.34052,-43.59718,2.82,5,
172.31398,-43.55311,2.529,5,
172.6501,-43.62369,2.806,7.299,
172.07011,-43.59402,2.815,5,
171.89948,-43.57034,3.056,5,
172.35184,-43.53958,2.791,5,
172.1864,-43.59785,3.164,5,
172.18762,-43.57882,2.756,5,
171.60323,-43.22526,2.6,5,
172.37747,-43.62923,2.57,5,
171.64653,-43.45272,2.87,5,
172.16484,-43.49217,2.981,5,
172.16435,-43.46682,3.269,4.956,
171.89174,-43.56489,2.77,5,
172.29355,-43.60841,2.852,5,
172.32536,-43.58273,2.937,5,
172.2224,-43.59943,3.276,8.8227,
172.35425,-43.57412,2.749,5,
171.81161,-43.54213,2.809,5,
172.24861,-43.54232,2.819,5,
171.87898,-43.52552,3.928,10.0196,
172.45633,-43.6455,2.952,5,
172.44801,-43.58546,2.764,15.8798,
172.18733,-43.55341,2.537,5,
172.49969,-43.84702,3.281,12.1997,
172.2056,-43.56073,2.853,5,
172.44601,-43.64127,3.022,5,
172.33987,-43.58891,3.343,9.0888,
172.3185,-43.61397,2.607,5,
172.41396,-43.62792,2.642,14.3226,
172.39348,-43.59653,2.716,5,
172.38626,-43.6244,2.594,5,
172.41078,-43.5924,2.875,3,
172.33395,-43.6064,2.382,5,
172.11713,-43.60604,2.559,5,
172.37498,-43.64516,3.152,5,
172.3894,-43.60466,3.555,8.7249,
172.43541,-43.58759,2.803,14.1547,
172.38191,-43.55975,3.582,7.6657,
172.36572,-43.58481,2.466,5,
172.32773,-43.55262,3.017,5,
172.0918,-43.60648,2.785,5,
172.35753,-43.62309,2.692,5,
172.1813,-43.53687,2.676,5,
172.37578,-43.56649,2.564,5,
172.37947,-43.57884,2.642,3,
172.15904,-43.63218,3.121,5,
172.17007,-43.59495,2.77,3,
171.88789,-43.5539,2.512,3,
172.33887,-43.6161,2.605,5,
172.0058,-43.6356,2.641,5,
172.28836,-43.56548,3.391,8.9693,
172.3394,-43.60327,2.911,12,
172.09613,-43.61114,2.402,3,
172.13251,-43.49569,3.48,8.8173,
172.1843,-43.45299,2.639,5,
172.16507,-43.5093,2.184,5,
172.28122,-43.56471,3.002,5,
172.4545,-43.61432,2.97,12,
172.4621,-43.63038,2.514,3.9764,
172.35638,-43.60094,2.401,5,
172.18262,-43.47612,2.584,5,
171.95984,-43.62115,2.974,3,
172.40942,-43.54927,3.255,7.3071,
171.88049,-43.56316,2.606,13.4637,
172.20399,-43.64301,2.725,5,
172.10735,-43.60278,2.65,5,
171.71867,-43.54746,3.775,13.0227,
171.8725,-43.6081,2.884,5,
172.44447,-43.6275,2.97,5,
172.28462,-43.56189,2.512,3,
172.20888,-43.57295,2.559,5,
172.17586,-43.48945,2.754,5,
171.94395,-43.56361,3.123,5,
172.18729,-43.54075,2.353,5,
172.43188,-43.52438,2.4,9.0101,
172.36684,-43.56763,2.454,5,
171.91595,-43.54303,2.752,2.8986,
172.35307,-43.56174,3.318,6.0025,
172.16728,-43.60006,3.65,9.7817,
172.36034,-43.57512,2.641,5,
172.16905,-43.46141,3.242,5,
172.13467,-43.4249,3.478,6.6853,
172.31882,-43.57853,2.677,5,
172.36644,-43.57359,2.881,5,
172.18394,-43.44949,3.537,5.5331,
172.46385,-43.6242,2.645,5,
172.38896,-43.58567,2.53,5,
172.46806,-43.61501,2.556,3,
172.15135,-43.59487,3.927,6.0303,
172.09862,-43.33559,2.896,5,
172.38304,-43.56069,3.758,8.5137,
172.53505,-43.5249,3.4,18.7759,
172.41202,-43.61956,2.777,18.3915,
171.9325,-43.55859,3.014,5,
171.93559,-43.54901,3.008,5,
171.72896,-43.56557,2.731,5,
172.37892,-43.5643,3.004,3,
172.06644,-43.56297,3.332,8.5972,
172.34068,-43.60088,2.438,5,
172.38551,-43.5771,2.51,12,
172.14275,-43.44202,2.678,8.7781,
172.40364,-43.56105,2.432,12,
172.21645,-43.61994,2.609,3,
172.39511,-43.62747,3.646,8.6718,
171.89792,-43.57962,2.698,5,
172.27377,-43.5831,2.566,3,
172.07594,-43.60781,2.771,5,
172.36543,-43.64577,3.186,5,
172.17398,-43.5445,2.663,5,
172.35982,-43.5957,2.648,5,
172.18512,-43.60927,2.514,5,
172.15454,-43.42163,2.673,5,
171.89462,-43.6036,3.092,5,
172.4019,-43.56191,4.3,9.324,
172.50092,-43.61507,2.57,11.718,
172.32045,-43.57207,2.598,17.0943,
172.37103,-43.57177,2.7,5,
172.37695,-43.56195,2.895,5,
172.28047,-43.62717,2.454,5,
172.16357,-43.45596,2.742,5,
172.27672,-43.58072,2.445,3,
172.07388,-43.6065,2.574,5,
172.40561,-43.58317,3.316,6.9376,
172.43008,-43.54607,3.154,12,
172.34569,-43.59161,2.872,5,
171.98843,-43.57682,2.418,5,
172.32777,-43.53852,3.496,7.4925,
172.29654,-43.56627,2.668,12,
171.88667,-43.5627,3.115,5,
172.4826,-43.62358,2.637,5,
172.37885,-43.55983,3.739,5.5358,
172.27338,-43.57288,2.822,5,
172.3183,-43.53407,2.554,2,
172.14282,-43.48438,4.3,8.7677,
172.28809,-43.60363,2.516,5,
171.8605,-43.59803,3.024,5,
172.04156,-43.59733,2.778,2,
172.25377,-43.60587,2.806,5,
171.9532,-43.55488,2.502,5,
172.15288,-43.57272,2.963,5,
172.24489,-43.60568,2.391,5,
172.08841,-43.60254,2.64,5,
172.44148,-43.63482,2.826,5,
172.42197,-43.59809,2.431,3,
172.16914,-43.58216,2.855,5,
172.3513,-43.59584,3.743,10.7405,
171.90036,-43.55429,3.114,5,
172.30635,-43.54722,3.602,9.1888,
171.88106,-43.57154,2.846,5,
171.97101,-43.52423,2.397,5,
172.17006,-43.51339,2.637,5,
172.367,-43.64837,2.602,5,
172.40741,-43.63651,3.291,9.206,
172.3416,-43.59602,3.475,9.666,
171.89236,-43.59226,2.874,5,
172.40195,-43.57739,4.012,6.8551,
172.70235,-43.59204,4.7,7.4851,
172.59624,-43.58949,3.113,5,
172.35063,-43.6123,3.374,5,
172.62892,-43.57989,2.69,5,
172.1685,-43.60662,2.59,3,
172.68251,-43.58176,3.879,7.507,
172.18419,-43.46335,2.552,5,
171.84875,-43.58932,2.963,5,
172.08501,-43.59991,2.548,5,
172.38153,-43.55746,4,6.9385,
172.06949,-43.6046,2.759,5,
172.13066,-43.6144,2.68,5,
172.31285,-43.59966,3.558,10.0255,
172.68999,-43.58127,3.8,7.1612,
172.20192,-43.61151,2.57,5,
172.26337,-43.61356,3.378,9.0842,
172.31383,-43.60743,2.682,5,
172.38249,-43.58959,2.637,3,
172.15965,-43.60064,2.477,5,
172.4469,-43.62891,2.934,3,
172.0844,-43.60395,2.586,5,
172.87256,-43.81368,3.041,33,
172.5502,-43.601,2.939,12,
172.18065,-43.56829,2.615,5,
172.41354,-43.83591,2.877,3,
172.37231,-43.55384,2.457,3,
172.71924,-43.56173,2.735,5,
172.42554,-43.53149,2.63,5,
171.91585,-43.58641,2.79,5,
172.40752,-43.58302,3.246,6.1862,
172.16093,-43.43553,2.67,5,
172.50983,-43.64353,3.188,14.8904,
172.32375,-43.60072,2.884,5,
171.88167,-43.55503,3.7,8.3561,
172.46562,-43.63298,2.823,12,
172.28983,-43.60745,2.824,12,
172.46626,-43.61176,2.854,5,
172.16289,-43.57722,2.244,5,
172.41394,-43.55344,4,8.262,
172.01266,-43.56865,2.755,5,
172.6024,-43.58041,3.082,12,
171.9769,-43.55056,3.238,9.2845,
172.3501,-43.5867,2.463,5,
172.43886,-43.65248,2.605,15.7391,
172.94716,-43.71476,2.807,28.1936,
172.91724,-43.70629,2.922,28.9856,
172.35466,-43.58918,2.475,5,
172.12451,-43.51031,2.655,5,
172.42043,-43.82941,2.777,5,
172.57909,-43.58105,3.337,7.3426,
172.3028,-43.56591,3.233,12,
172.18771,-43.47487,2.599,5,
172.58916,-43.5713,2.785,7.3593,
172.36768,-43.57954,2.716,19.9704,
172.27689,-43.58302,2.464,5,
172.18112,-43.57954,2.672,5,
172.47723,-43.80473,3.169,12,
172.35051,-43.58738,2.82,5,
172.66583,-43.57915,3.013,6.415,
172.46021,-43.64115,3.642,8.8062,
172.15059,-43.58671,2.47,5,
172.72066,-43.54805,2.894,5,
172.18095,-43.31981,2.865,5,
172.231,-43.61035,2.832,5,
172.46252,-43.63556,3.39,7.6997,
172.2818,-43.61408,2.916,12,
172.64108,-43.57646,3.203,5,
172.43382,-43.63728,2.802,5,
171.94829,-43.58239,2.477,2,
172.20778,-43.59237,2.662,5,
172.27463,-43.58088,2.777,5,
172.56996,-43.57947,3.119,5.8458,
172.16786,-43.47035,2.549,5,
172.39639,-43.54146,2.802,5,
172.2114,-43.61654,2.505,5,
172.19119,-43.30622,2.774,3,
172.00404,-43.26368,2.455,8.8615,
172.47514,-43.62017,3.922,9.0254,
172.18944,-43.53986,2.51,5,
172.70546,-43.62131,2.372,20.5987,
173.12973,-43.69793,3.004,12,
172.2718,-43.59626,2.921,5,
172.25162,-43.33458,2.745,5,
172.19469,-43.56748,2.711,3,
172.24713,-43.49894,2.595,12,
172.53056,-43.66232,2.909,12,
172.05663,-43.6234,3.054,5,
172.2285,-43.59882,2.401,5,
171.94676,-43.56811,2.594,12,
172.34235,-43.57624,2.784,5,
172.39943,-43.60103,2.681,5,
172.18657,-43.46129,2.862,5,
171.96272,-43.55995,3.066,5,
172.17838,-43.52188,3.245,9.1759,
172.14497,-43.48487,2.879,8.2637,
172.39963,-43.59509,2.647,2,
172.34784,-43.51048,3.205,6.0212,
172.18506,-43.53716,2.47,5,
171.88454,-43.57747,2.765,5,
172.17061,-43.5964,2.202,5,
171.86099,-43.60773,2.743,5,
172.30038,-43.60141,2.944,12,
172.35141,-43.60211,3.007,5,
171.9751,-43.63441,2.977,5,
172.10887,-43.5862,4,9.3545,
172.14713,-43.47795,2.737,5,
172.67288,-43.57121,3.562,6.4065,
172.0154,-43.56874,2.49,5,
172.18253,-43.49131,2.787,5,
172.28333,-43.5994,3.582,7.3222,
172.37271,-43.54709,2.649,12,
172.36523,-43.51222,2.862,5,
172.37257,-43.59409,3.02,5,
172.21249,-43.61236,2.53,5,
172.47418,-43.63675,2.871,12,
172.37132,-43.60976,2.503,12,
172.16,-43.56017,2.795,5,
172.34273,-43.59135,2.432,5,
172.47566,-43.60078,3.118,8.7685,
172.45515,-43.62322,2.418,5,
172.34915,-43.59518,3.632,8.156,
172.1534,-43.51271,3.9,9.4437,
172.31483,-43.62651,2.519,12,
172.17569,-43.50544,3.8,7.5979,
172.49783,-43.62049,2.975,8.2993,
172.51367,-43.59771,2.666,5,
172.36092,-43.59407,2.433,5,
172.32121,-43.59851,2.701,5,
172.40576,-43.64133,3.088,5,
172.34686,-43.58232,2.763,2,
171.87025,-43.58536,2.417,5,
172.53336,-43.68702,2.549,12,
172.22154,-43.58189,2.518,5,
172.38153,-43.60408,2.754,5,
172.27831,-43.60596,2.94,12,
171.91109,-43.5715,2.836,5,
172.26216,-43.59541,2.826,5,
172.30386,-43.5449,2.657,5,
172.13872,-43.61036,3.3,5,
172.18237,-43.55819,2.297,5,
172.16002,-43.44484,3.635,6.3388,
171.88919,-43.56466,3.2,5,
172.44801,-43.62089,2.698,5,
172.41885,-43.63204,2.907,12,
172.15874,-43.4667,2.737,5,
171.82347,-43.59269,2.504,5,
172.82285,-43.68356,3.22,23.7115,
172.91415,-43.67986,3.351,24.5116,
171.90028,-43.60236,3.226,5,
172.42271,-43.62339,2.82,12,
171.87068,-43.5898,3.196,5,
172.17661,-43.4646,3.463,6.2823,
172.07529,-43.46648,2.914,5,
171.9852,-43.55902,2.623,5,
172.39961,-43.51543,3.071,2,
171.89838,-43.60508,2.839,5,
172.25029,-43.57351,2.708,5,
172.45645,-43.62772,2.505,5,
172.16252,-43.49704,3.795,8.163,
172.1487,-43.60117,3.687,7.1285,
172.1711,-43.58183,3.036,5,
171.89592,-43.32477,4.123,11.1123,
172.2467,-43.61169,2.518,5,
172.53844,-43.62102,3.109,12,
171.95,-43.55725,2.654,5,
172.11819,-43.48333,2.914,5,
172.16267,-43.46562,2.907,5,
172.32292,-43.58001,2.752,5,
172.69353,-43.56112,2.781,7.6591,
171.90707,-43.33663,2.799,9.7403,
171.91566,-43.34045,2.189,10.393,
172.05925,-43.6068,2.714,5,
172.36668,-43.75178,2.556,5,
172.37135,-43.61192,2.809,5,
172.09897,-43.59776,3.14,5,
172.38168,-43.56386,2.589,5,
172.79938,-43.59211,2.761,5,
172.19107,-43.49599,2.683,5,
172.16191,-43.61191,2.934,5,
172.17882,-43.57513,2.746,5,
171.93665,-43.52303,2.532,5,
172.39252,-43.59872,2.814,5,
172.36401,-43.60868,3.6,6.6417,
172.0042,-43.24848,2.779,5,
172.35001,-43.54745,2.835,5,
172.15419,-43.60249,3.344,6.3661,
172.29436,-43.56363,3.268,5,
172.3524,-43.58697,2.998,5,
172.39856,-43.56206,3.081,5,
172.58452,-43.58892,3.8,7.2129,
172.38043,-43.56489,2.579,5,
172.1821,-43.64781,3.44,9.2655,
172.38586,-43.58316,2.891,5,
172.4071,-43.61858,3.355,6.0666,
172.41763,-43.5494,2.651,5,
172.12054,-43.61297,2.71,5,
172.58684,-43.58503,3.447,6.6716,
172.57527,-43.58951,3.195,5,
171.85582,-43.59015,2.8,5,
171.94604,-43.5412,3.711,8.6187,
172.39993,-43.60197,3.07,5,
172.1582,-43.61616,2.578,5,
172.215,-43.54198,2.984,12,
173.06447,-43.71725,3.747,26.1338,
172.41219,-43.55002,3.7,8.5218,
171.87714,-43.57917,3.041,5,
172.12213,-43.43512,2.825,5,
172.46729,-43.54942,3.047,12,
172.29819,-43.57792,2.678,5,
172.48103,-43.56088,2.793,12,
172.42036,-43.54745,2.883,20.0184,
172.35399,-43.58827,2.725,5,
172.16217,-43.45824,2.622,5,
172.05443,-43.60091,3.434,7.6355,
172.40036,-43.579,3.9,8.5696,
173.19609,-43.55324,2.74,5,
172.71094,-43.59552,3.013,12,
172.19023,-43.51322,2.699,5,
172.24931,-43.59133,2.673,5,
172.06262,-43.60512,2.486,5,
172.12244,-43.4837,3.02,5,
172.40994,-43.54797,2.723,5,
171.92209,-43.46677,2.867,12,
172.20515,-43.61043,2.544,5,
172.19283,-43.44839,2.927,5,
171.89369,-43.54577,3.598,9.2106,
172.39735,-43.55322,2.765,5,
172.18951,-43.56206,3.331,8.8975,
172.25819,-43.60109,3.234,7.773,
172.18689,-43.48919,2.501,5,
171.87679,-43.58387,2.665,5,
172.19582,-43.59182,3.069,12,
172.40518,-43.55622,3.069,5,
172.11269,-43.42229,3.963,8.6023,
172.02536,-43.58649,3.491,9.2506,
172.39915,-43.57545,4.2,9.0165,
172.5643,-43.58332,2.946,5,
172.4446,-43.64554,2.953,3,
172.17377,-43.48917,2.698,5,
172.11497,-43.40508,2.667,5,
172.92096,-42.66803,3.499,5,#this is our outlier
171.89792,-43.60205,2.585,5,
172.56999,-43.59243,3.021,5,
172.32809,-43.54227,2.575,5,
172.2997,-43.61117,3.065,5,
172.45383,-43.62701,2.832,5,
171.91078,-43.59276,2.93,5,
171.86392,-43.582,2.583,5,
172.1757,-43.46328,3.042,5,
172.39517,-43.57084,2.819,5,
172.32918,-43.60554,2.632,5,
172.40323,-43.53659,2.697,5,
171.87766,-43.57034,2.832,5,
172.66093,-43.55935,3.328,4.929,
172.43016,-43.63506,3.552,9.2268,
172.37511,-43.61072,2.904,15.8436,
171.80388,-43.56639,2.576,5,
172.44502,-43.86618,2.434,5,
172.41708,-43.60007,2.783,5,
172.91292,-43.72765,2.83,27.9434,
172.47261,-43.66306,2.916,15.0553,
172.57051,-43.49605,2.694,5,
172.4798,-43.6147,2.716,15.9299,
172.158,-43.59053,2.766,5,
172.08859,-43.50563,3.244,8.3821,
172.12715,-43.43557,3.288,7.2584,
171.7477,-43.59368,2.882,5,
172.27101,-43.57436,2.316,5,
171.92986,-43.54666,2.725,5,
171.97569,-43.57244,2.465,5,
172.15097,-43.61997,2.519,5,
172.54558,-43.62925,2.844,5,
172.48569,-43.6602,3.159,12,
172.39507,-43.62534,3.503,7.92,
172.18591,-43.6067,2.876,5,
172.20935,-43.61684,2.161,5,
172.20914,-43.59906,3.717,9.618,
172.19395,-43.56443,2.619,5,
172.09943,-43.62333,2.104,5,
172.24159,-43.59413,2.89,12,
172.24791,-43.6029,2.618,5,
172.29297,-43.53806,2.865,5,
171.92336,-43.56666,3.093,5,
172.16536,-43.4789,3.101,5,
172.37979,-43.62913,2.33,5,
172.43182,-43.60438,2.44,12,
172.60083,-43.63839,2.919,15.9383,
172.15227,-43.55529,3.274,5,
172.48991,-43.64071,3.128,18.5722,
172.04903,-43.57963,2.366,5,
172.15689,-43.5961,2.792,5,
172.36021,-43.57542,2.978,16.6741,
172.41273,-43.54794,3.718,8.6063,
172.46519,-43.63283,3.323,7.0681,
172.49834,-43.56888,2.714,14.2408,
172.25143,-43.59861,2.738,5,
172.42065,-43.61139,3.9,10.9045,
172.39517,-43.62634,3.16,7.8504,
172.42636,-43.53765,2.626,5,
172.32295,-43.53723,2.392,5,
171.97981,-43.52918,2.289,5,
171.87242,-43.57865,2.631,5,
172.35551,-43.56483,2.442,5,
172.38394,-43.62205,2.132,5,
171.90062,-43.58632,2.464,5,
171.89754,-43.56614,3.136,5,
172.369,-43.36597,2.342,5,
172.33429,-43.60344,3.172,5,
172.46672,-43.64834,2.602,15.2474,
172.46904,-43.61364,2.704,19.0948,
171.8849,-43.56703,2.474,5,
172.44795,-43.64781,2.576,5,
171.85738,-43.58034,2.142,5,
172.44858,-43.54964,3.026,16.3618,
171.90958,-43.55048,2.295,5,
171.82098,-43.61896,2.9,5,
172.39175,-43.56599,3.04,5,
172.39388,-43.57048,2.285,5,
172.16258,-43.5994,3.541,5.7774,
172.53001,-43.63042,2.556,12.9389,
172.02744,-43.54929,2.663,5,
172.06958,-43.58489,2.764,5,
172.17314,-43.58288,2.616,5,
172.22935,-43.50145,2.179,5,
172.50197,-43.64132,2.739,12,
172.42299,-43.5951,2.83,5,
172.39732,-43.57388,1.737,19.3633,
172.15559,-43.60115,3.655,5.431,
172.201,-43.56171,2.829,5,
172.17635,-43.52084,2.5,5,
172.18855,-43.65499,2.344,5,
172.34285,-43.5825,2.746,13.8952,
172.4039,-43.60889,2.298,5,
172.52562,-43.59928,2.841,5,
172.39592,-43.56036,3.428,9.6603,
172.11481,-43.60616,1.887,5,
171.86629,-43.56493,2.25,5,
172.10933,-43.60774,2.266,5,
172.23206,-43.61564,2.588,5,
172.19318,-43.48565,3.461,5.5538,
172.45683,-43.60006,2.721,18.7209,
172.41464,-43.58524,2.795,14.7036,
172.16406,-43.47106,3.333,7.5999,
172.30074,-43.58726,1.95,5,
172.44295,-43.55798,2.583,14.485,
172.38646,-43.63077,2.418,5,
172.34781,-43.57504,2.681,19.1408,
172.18053,-43.4557,2.628,5,
172.04706,-43.61198,2.604,5,
172.42076,-43.61214,2.506,5,
172.83081,-43.75861,3.957,26.2196,
172.37593,-43.61444,2.424,5,
172.41342,-43.55449,2.673,5,
172.37607,-43.60088,2.977,12.9773,
172.37816,-43.76894,3.131,5,
172.37364,-43.55294,3.622,6.2605,
172.29788,-43.57125,3.348,7.6674,
172.30215,-43.57195,3.04,5,
172.0471,-43.56956,2.369,5,
172.45827,-43.61956,3.8,7.0916,
172.4631,-43.71142,2.548,5,
172.1114,-43.46975,3.7,6.9564,
172.47069,-43.60836,3.339,6.0489,
172.26645,-43.60717,2.278,20.942,
171.96529,-43.34892,2.606,7.9245,
172.20802,-43.55624,2.87,5,
172.11165,-43.58689,2.728,5,
171.73441,-43.77054,2.927,5,
172.27533,-43.61346,2.552,19.6443,
172.42596,-43.58495,3.307,14.919,
172.3755,-43.5837,3.192,5,
172.28476,-43.56617,2.45,16.6566,
172.50002,-43.6132,2.57,5,
172.22838,-43.61505,2.549,5,
172.19688,-43.54294,2.692,5,
172.38713,-43.55091,2.559,5,
172.12589,-43.59884,2.637,5,
172.28506,-43.57788,2.423,5,
172.42647,-43.5812,2.805,5,
172.18958,-43.49182,2.565,5,
172.44913,-43.61486,2.587,5,
172.01176,-43.27133,2.994,8.4995,
172.19881,-43.55449,2.87,5,
172.38155,-43.57401,3.517,9.6318,
172.31198,-43.59667,3.668,9.1494,
172.12959,-43.53102,2.616,5,
172.24147,-43.61461,2.756,5,
171.88324,-43.55173,2.938,5,
172.36818,-43.61202,3.277,6.424,
172.24759,-43.58943,2.803,5,
172.14839,-43.6134,3.149,5,
172.04109,-43.58376,2.642,5,
171.90402,-43.55144,3.023,5,
172.40196,-43.59403,2.683,5,
172.42188,-43.58788,2.907,5,
172.88257,-43.66441,3.019,23.9181,
171.89786,-43.56095,2.755,5,
172.2753,-43.5583,2.558,5,
172.38753,-43.60191,2.519,5,
172.14359,-43.60294,2.712,5,
172.40274,-43.59506,2.69,5,
171.88487,-43.58791,2.712,5,
172.2773,-43.60794,2.85,5,
172.40088,-43.61297,2.298,5,
172.19154,-43.59987,2.581,5,
172.20082,-43.60848,2.545,5,
172.4821,-43.61829,3.748,7.7299,
172.39104,-43.59973,3.087,5,
171.87068,-43.6049,2.42,5,
172.82095,-43.86544,2.548,22.4648,
172.36554,-43.52806,2.364,5,
172.35371,-43.57821,3.638,17.1143,
172.69348,-43.57384,3.014,5,
172.14952,-43.49202,2.897,9.2486,
172.17818,-43.59241,2.169,5,
172.28342,-43.54189,2.672,5,
171.90781,-43.56168,2.627,5,
172.39246,-43.64082,4.2,9.7135,
172.37878,-43.7812,2.916,5,
172.30576,-43.61341,2.54,14.8539,
172.39781,-43.61494,2.563,5,
172.39145,-43.57417,3.713,7.1101,
172.45093,-43.65061,2.731,12,
172.39542,-43.55092,2.828,5,
172.13309,-43.60902,2.741,5,
171.94533,-43.5677,3.127,5,
172.25551,-43.6147,3.096,5,
172.15381,-43.60437,2.541,5,
172.23396,-43.61772,2.818,5,
172.37535,-43.76675,2.945,5,
172.49957,-43.60468,3.146,5,
172.43752,-43.58867,2.983,5,
172.35016,-43.59142,2.943,5,
