longitde,latitude,depth,SOM cluster,DBSCAN cluster,KMEAN cluster
172.38425,-43.60336,5,1,1,0
171.9787,-43.54765,9.8039,0,1,3
171.95403,-43.5653,5,1,1,0
172.38029,-43.6109,5,1,1,0
172.4016,-43.65396,5,1,1,0
172.37891,-43.63746,5,1,1,0
172.27705,-43.60916,5,1,1,0
171.96758,-43.56323,5,1,1,0
172.40302,-43.5382,5,1,1,0
172.15689,-43.46883,5,1,1,0
172.24355,-43.59707,5,1,1,0
172.2821,-43.55174,5,1,1,0
171.97394,-43.55993,5,1,1,0
172.35181,-43.60376,13.1395,3,0,1
172.37813,-43.63754,5,1,1,0
172.31461,-43.54537,5,1,1,0
172.40712,-43.58068,5,1,1,0
172.20827,-43.61098,5,1,1,0
172.14015,-43.4794,5,1,1,0
171.84827,-43.58543,5,1,1,0
172.40469,-43.64397,5,1,1,0
172.32283,-43.54272,5,1,1,0
172.26033,-43.58622,5,1,1,0
172.13727,-43.61216,5,1,1,0
172.22578,-43.52676,5,1,1,0
172.4715,-43.63068,5,1,1,0
172.20201,-43.57437,5,1,1,0
172.30643,-43.60524,5,1,1,0
172.29355,-43.60836,5,1,1,0
172.21169,-43.54198,5,1,1,0
172.2596,-43.6234,5,1,1,0
172.39426,-43.62265,5,1,1,0
172.28328,-43.62034,8.1018,0,1,3
172.2746,-43.57844,5,1,1,0
172.41232,-43.56508,5,1,1,0
172.04422,-43.60038,5,1,1,0
172.1804,-43.50831,5,1,1,0
172.37415,-43.61951,5,1,1,0
172.20309,-43.61381,5,1,1,0
172.00414,-43.5691,5,1,1,0
172.25591,-43.62244,17.3203,2,0,1
172.41788,-43.61637,5,1,1,0
172.37701,-43.55766,5,1,1,0
171.91019,-43.55082,5,1,1,0
172.33493,-43.59315,5,1,1,0
172.42773,-43.62217,5,1,1,0
172.36292,-43.54441,5,1,1,0
172.32619,-43.62144,5,1,1,0
172.34743,-43.57168,5,1,1,0
172.25613,-43.5961,5,1,1,0
172.24699,-43.58549,5,1,1,0
172.2197,-43.64252,5,1,1,0
172.30138,-43.66826,5,1,1,0
172.13419,-43.55625,5,1,1,0
171.91341,-43.37715,14.3079,0,0,1
172.1765,-43.45129,4.0192,1,0,0
172.34825,-43.5908,5,1,1,0
172.16286,-43.52803,5,1,1,0
171.86462,-43.53455,5,1,1,0
172.20306,-43.54866,5,1,1,0
172.20764,-43.61184,5,1,1,0
172.42841,-43.62794,5,1,1,0
172.01021,-43.5199,5,1,1,0
172.36783,-43.64254,5,1,1,0
172.37888,-43.63466,5,1,1,0
172.34567,-43.59768,5,1,1,0
172.1427,-43.56722,5,1,1,0
172.16469,-43.59322,5,1,1,0
171.98169,-43.5639,9.1635,0,1,3
172.33405,-43.60363,5,1,1,0
172.24426,-43.61934,5,1,1,0
171.8304,-43.57887,5,1,1,0
172.13901,-43.61301,5,1,1,0
172.10587,-43.60439,7.3825,0,1,3
172.18959,-43.57462,20.6076,2,0,2
172.32182,-43.5867,5,1,1,0
172.32555,-43.7037,5,1,1,0
172.35217,-43.58854,5,1,1,0
172.8226,-43.71866,25.3146,2,0,2
172.19836,-43.51109,5,1,1,0
172.20012,-43.58299,18.0306,2,0,2
172.17439,-43.54096,5,1,1,0
172.35323,-43.57468,5,1,1,0
172.37794,-43.58241,8.1574,0,1,3
172.38722,-43.55628,5,1,1,0
172.50871,-43.54758,13.617,3,0,1
172.20491,-43.54701,6.5799,0,1,0
172.24768,-43.6029,5,1,1,0
172.38042,-43.56866,6.235,1,1,0
172.33723,-43.60905,5,1,1,0
172.3765,-43.56893,8.6373,0,1,3
171.94429,-43.59815,18.7941,2,0,2
172.36594,-43.57769,5,1,1,0
172.35855,-43.585,5.8493,1,1,0
172.38016,-43.5721,5,1,1,0
172.3688,-43.56165,5,1,1,0
171.91048,-43.55237,5,1,1,0
172.34262,-43.61205,5,1,1,0
172.32773,-43.56575,5,1,1,0
172.38448,-43.62369,5,1,1,0
172.39363,-43.61001,5,1,1,0
171.88455,-43.56952,5,1,1,0
172.17752,-43.52332,5,1,1,0
172.37761,-43.57165,5,1,1,0
172.38072,-43.56652,5,1,1,0
172.32237,-43.59998,5,1,1,0
172.35146,-43.58402,5,1,1,0
172.22664,-43.6263,5,1,1,0
171.90462,-43.61897,5,1,1,0
172.31306,-43.60107,5,1,1,0
172.43507,-43.65062,5,1,1,0
172.31134,-43.58347,5,1,1,0
172.36633,-43.62269,5,1,1,0
172.46417,-43.6502,5,1,1,0
172.40012,-43.60672,5,1,1,0
172.34627,-43.59541,5,1,1,0
172.31183,-43.57567,5,1,1,0
172.15999,-43.47099,7.379,0,1,3
172.18135,-43.48442,5,1,1,0
172.17654,-43.55654,5,1,1,0
172.34044,-43.61113,5,1,1,0
172.40431,-43.64265,5,1,1,0
172.16667,-43.49199,5,1,1,0
172.13925,-43.48526,8.7427,0,1,3
172.1891,-43.49126,5.6274,1,1,0
172.44362,-43.65661,5,1,1,0
172.17664,-43.63257,5,1,1,0
172.39731,-43.59186,5,1,1,0
172.06636,-43.60074,5,1,1,0
172.17108,-43.48068,5,1,1,0
172.33134,-43.60404,12,3,2,1
172.16605,-43.48267,5.399,1,1,0
172.16225,-43.61157,5.9205,1,1,0
171.85664,-43.55848,9.3705,3,1,3
171.94409,-43.55117,5,1,1,0
171.96745,-43.52746,5,1,1,0
171.95226,-43.54738,5,1,1,0
172.12485,-43.60203,5,1,1,0
172.33618,-43.60535,5,1,1,0
171.87054,-43.58011,5,1,1,0
172.35602,-43.56638,5,1,1,0
172.18065,-43.50824,6.3562,1,1,0
172.21977,-43.60242,5,1,1,0
172.19798,-43.5757,5,1,1,0
172.77831,-43.66328,20.3971,2,0,2
172.40303,-43.60254,5,1,1,0
171.97157,-43.56901,5,1,1,0
172.46964,-43.60443,12.1347,3,2,1
172.11378,-43.62,5,1,1,0
172.28661,-43.60353,5,1,1,0
172.14967,-43.48399,5,1,1,0
171.91029,-43.56404,5,1,1,0
171.8868,-43.56665,5,1,1,0
172.43103,-43.52075,5,1,1,0
172.19815,-43.54231,5,1,1,0
172.34908,-43.59175,5,1,1,0
172.34541,-43.58578,5,1,1,0
172.24577,-43.59603,5,1,1,0
172.47755,-43.64536,5,1,1,0
171.8951,-43.56404,5,1,1,0
171.92296,-43.54601,5,1,1,0
172.45004,-43.56748,5,1,1,0
171.97141,-43.56948,5,1,1,0
172.4753,-43.64399,5,1,1,0
172.33588,-43.6083,5,1,1,0
172.38544,-43.58635,5,1,1,0
171.89357,-43.54206,5,1,1,0
172.37567,-43.59442,8.2441,0,1,3
171.98711,-43.26196,8.4368,0,1,3
172.01224,-43.2531,5,1,1,0
171.96626,-43.24471,5,1,1,0
171.98886,-43.26343,6.5243,0,1,0
172.0195,-43.22588,5,1,1,0
172.35878,-43.58007,5,1,1,0
172.17352,-43.60069,5,1,1,0
172.00345,-43.272,8.4635,0,1,3
172.30426,-43.55859,5,1,1,0
172.25035,-43.61271,5,1,1,0
172.38438,-43.57802,5,1,1,0
172.04881,-43.61744,5,1,1,0
172.38664,-43.57738,5,1,1,0
172.13484,-43.59824,5,1,1,0
172.46259,-43.64651,5,1,1,0
172.42439,-43.5885,5,1,1,0
172.37537,-43.57209,5,1,1,0
172.36987,-43.5768,5,1,1,0
172.35844,-43.57229,5,1,1,0
172.28841,-43.59056,5,1,1,0
172.04608,-43.58433,5,1,1,0
172.26291,-43.61205,5,1,1,0
172.22108,-43.58651,5,1,1,0
172.28479,-43.59489,5,1,1,0
172.01569,-43.56937,5,1,1,0
172.2525,-43.612,5,1,1,0
171.85364,-43.58515,5,1,1,0
172.38245,-43.61341,5,1,1,0
172.38116,-43.56482,5,1,1,0
172.3775,-43.56819,5,1,1,0
172.11821,-43.59623,5,1,1,0
171.89136,-43.58526,5,1,1,0
172.48453,-43.62852,7.9679,0,1,3
172.34511,-43.58118,5,1,1,0
172.45007,-43.65026,5,1,1,0
171.86858,-43.57794,5,1,1,0
172.40773,-43.60591,5,1,1,0
172.3027,-43.55255,5,1,1,0
172.26407,-43.60358,5,1,1,0
172.25552,-43.60311,5,1,1,0
172.0094,-43.26968,7.8089,0,1,3
172.44577,-43.64006,5,1,1,0
172.24532,-43.60368,5,1,1,0
172.41505,-43.5872,12,3,2,1
172.02943,-43.61312,5,1,1,0
172.12827,-43.40755,5,1,1,0
172.1756,-43.49463,5,1,1,0
172.18892,-43.61312,5,1,1,0
172.40445,-43.63432,5,1,1,0
171.94072,-43.58362,5,1,1,0
172.44296,-43.62104,5,1,1,0
172.2773,-43.59179,5,1,1,0
172.26778,-43.56912,5,1,1,0
171.88354,-43.60678,5,1,1,0
172.36771,-43.57874,12,3,2,1
172.11258,-43.48724,6.2464,1,1,0
172.18883,-43.60041,5,1,1,0
172.16489,-43.60967,5,1,1,0
172.14056,-43.59851,5,1,1,0
172.16751,-43.61774,5,1,1,0
172.15829,-43.47335,5,1,1,0
172.16373,-43.45036,5,1,1,0
172.78572,-43.70912,21.7487,2,0,2
172.20195,-43.59551,5,1,1,0
172.21962,-43.59992,5,1,1,0
172.31706,-43.62617,5,1,1,0
172.20067,-43.61505,5,1,1,0
171.82994,-43.59219,5,1,1,0
172.32016,-43.59496,12,3,2,1
172.43484,-43.63011,5,1,1,0
172.20412,-43.56386,13.1335,3,0,1
172.31516,-43.60055,12,3,2,1
172.33896,-43.57761,12,3,2,1
171.84727,-43.58189,5,1,1,0
172.3018,-43.56664,5,1,1,0
172.19022,-43.51411,5.4563,1,1,0
172.32515,-43.59084,14.4517,3,0,1
172.38661,-43.59733,5,1,1,0
172.05612,-43.6136,5,1,1,0
171.84264,-43.55225,5,1,1,0
172.3844,-43.56961,5,1,1,0
172.06535,-43.6174,5.6877,1,1,0
172.39908,-43.61864,5,1,1,0
172.20401,-43.61597,5,1,1,0
172.1761,-43.48949,5.3435,1,1,0
172.23401,-43.6065,5,1,1,0
171.8457,-43.56802,5,1,1,0
172.44583,-43.65176,5,1,1,0
172.07327,-43.59248,5,1,1,0
172.32318,-43.7165,12,3,2,1
172.17006,-43.59704,12,3,2,1
172.16299,-43.49747,7.4459,0,1,3
172.29521,-43.55809,5,1,1,0
172.17909,-43.62339,5,1,1,0
172.44633,-43.66214,6.8265,1,1,3
172.32892,-43.60385,5,1,1,0
172.45174,-43.6529,5,1,1,0
172.33104,-43.67258,12,3,2,1
172.27901,-43.59653,12,3,2,1
172.39767,-43.56116,5,1,1,0
172.40042,-43.61483,5,1,1,0
172.39961,-43.60904,5,1,1,0
172.36505,-43.65262,5,1,1,0
171.76102,-43.54898,20.2074,3,0,2
172.14526,-43.6031,5,1,1,0
172.1609,-43.52155,5,1,1,0
172.25278,-43.57264,5,1,1,0
172.40387,-43.58742,5,1,1,0
172.19916,-43.57698,5,1,1,0
172.56395,-43.54011,15.0899,3,0,1
172.19456,-43.50942,5,1,1,0
172.40764,-43.62186,9.6929,0,1,3
172.34683,-43.59111,5,1,1,0
172.4554,-43.54418,13.0097,3,0,1
171.94463,-43.55417,5,1,1,0
172.07689,-43.58707,7.9415,0,1,3
172.23526,-43.61919,5,1,1,0
172.39386,-43.55835,6.2992,1,1,0
171.89098,-43.56095,5,1,1,0
172.32401,-43.61353,5,1,1,0
172.22423,-43.63111,5,1,1,0
171.92625,-43.57283,5,1,1,0
172.2321,-43.62973,5,1,1,0
172.14029,-43.56694,5,1,1,0
172.20868,-43.55128,5,1,1,0
172.15602,-43.42321,12,0,2,1
171.64807,-43.81577,12,0,2,1
172.26434,-43.61076,5,1,1,0
172.34737,-43.59513,5,1,1,0
172.53535,-43.52012,12,3,2,1
172.4915,-43.54022,12,3,2,1
171.85258,-43.59932,5,1,1,0
172.32666,-43.59663,5,1,1,0
171.87035,-43.58527,5,1,1,0
172.42661,-43.63643,5,1,1,0
171.63214,-43.57854,5,1,1,0
172.17873,-43.49049,5.1715,1,1,0
171.88377,-43.55697,5,1,1,0
172.06607,-43.5844,5,1,1,0
172.15755,-43.4616,5,1,1,0
172.14874,-43.61818,8.4453,0,1,3
172.14763,-43.6081,7.8282,0,1,3
172.3792,-43.64444,5,1,1,0
172.15968,-43.61218,5,1,1,0
172.3282,-43.5415,5,1,1,0
172.37833,-43.63164,5,1,1,0
172.13609,-43.60851,5,1,1,0
172.43581,-43.59351,12.2779,3,2,1
172.15138,-43.61697,7.0111,0,1,3
172.38554,-43.63238,5,1,1,0
172.35651,-43.58031,5,1,1,0
172.36504,-43.57449,5,1,1,0
172.45647,-43.64472,17.3091,2,0,1
172.18793,-43.57202,5,1,1,0
171.89178,-43.56773,5,1,1,0
172.38676,-43.56028,5,1,1,0
172.17453,-43.60015,5,1,1,0
171.88933,-43.62033,5,1,1,0
172.38953,-43.61647,5,1,1,0
172.34175,-43.59006,5,1,1,0
171.91188,-43.56633,5,1,1,0
172.94264,-43.2672,12,1,0,1
172.14459,-43.60064,5,1,1,0
172.3893,-43.56427,5,1,1,0
172.14949,-43.61517,7.1635,0,1,3
172.00598,-43.26462,8.8585,0,1,3
172.1476,-43.61864,5,1,1,0
172.28525,-43.56036,5,1,1,0
172.40892,-43.64223,7.0328,0,1,3
171.88043,-43.58006,12,3,2,1
171.88388,-43.55182,5,1,1,0
172.16451,-43.49239,5,1,1,0
171.88091,-43.56384,5,1,1,0
171.92352,-43.56777,5,1,1,0
172.35222,-43.58633,5,1,1,0
172.16083,-43.50614,6.0466,1,1,0
172.19672,-43.50451,5,1,1,0
172.28984,-43.60449,10.1545,0,1,3
171.89349,-43.59462,5,1,1,0
172.1707,-43.51483,5,1,1,0
171.88785,-43.54869,5,1,1,0
172.16127,-43.59513,5,1,1,0
172.39381,-43.58376,5,1,1,0
172.26042,-43.61144,5,1,1,0
172.3717,-43.65087,7.0925,0,1,3
171.93904,-43.55844,6.5999,1,1,0
172.19196,-43.5392,5,1,1,0
172.36642,-43.62109,4.5959,1,1,0
172.38062,-43.59384,5,1,1,0
171.94766,-43.5588,5,1,1,0
171.74315,-43.5589,5,1,1,0
172.33432,-43.61337,5,1,1,0
172.43462,-43.61414,5,1,1,0
172.37526,-43.56985,5,1,1,0
172.4225,-43.62117,5,1,1,0
172.39388,-43.60055,5,1,1,0
172.09662,-43.5901,5,1,1,0
171.88641,-43.54515,5,1,1,0
172.34187,-43.61994,5,1,1,0
171.95604,-43.23745,7.3044,0,1,3
171.89436,-43.56295,5,1,1,0
172.32617,-43.59127,5,1,1,0
171.89575,-43.58829,5,1,1,0
172.18405,-43.57119,5,1,1,0
172.37953,-43.63556,5,1,1,0
172.32945,-43.60217,5,1,1,0
172.42502,-43.60212,10.0671,0,1,3
172.21895,-43.60532,5,1,1,0
172.0856,-43.6275,5,1,1,0
172.89674,-43.4317,20.3085,2,0,2
171.8597,-43.55265,5,1,1,0
172.11794,-43.44704,5,1,1,0
172.39041,-43.63535,7.4133,0,1,3
172.37006,-43.57325,5,1,1,0
171.8725,-43.56815,5,1,1,0
172.0728,-43.52858,5,1,1,0
172.42294,-43.60497,9.9268,0,1,3
172.34172,-43.58527,5,1,1,0
171.96031,-43.29507,8.4272,0,1,3
171.94629,-43.29355,8.3134,0,1,3
172.38231,-43.56614,5,1,1,0
172.19046,-43.45955,5,1,1,0
172.25996,-43.62617,5,1,1,0
172.40109,-43.59822,5,1,1,0
172.1684,-43.48001,5,1,1,0
172.39804,-43.63996,5,1,1,0
171.8584,-43.53201,5,1,1,0
172.17308,-43.47834,6.2144,1,1,0
172.13773,-43.47855,8.8971,0,1,3
172.4326,-43.63824,5,1,1,0
172.44003,-43.65873,5,1,1,0
172.1517,-43.60926,5,1,1,0
171.89137,-43.59511,5,1,1,0
171.955,-43.30067,8.8507,0,1,3
172.2937,-43.57828,5,1,1,0
172.22293,-43.61401,5,1,1,0
172.38396,-43.64988,5,1,1,0
172.28975,-43.57349,5,1,1,0
172.11819,-43.64194,5,1,1,0
172.36545,-43.57783,5,1,1,0
172.24884,-43.60686,5,1,1,0
172.4274,-43.67558,5,1,1,0
172.37611,-43.55879,5,1,1,0
172.32353,-43.62205,5,1,1,0
171.922,-43.54683,5,1,1,0
172.15617,-43.52676,5,1,1,0
172.24875,-43.60982,5,1,1,0
172.30669,-43.57832,5,1,1,0
171.98082,-43.57405,5,1,1,0
172.24275,-43.59495,5.5941,1,1,0
172.37172,-43.63316,5,1,1,0
172.15195,-43.47188,5,1,1,0
172.35396,-43.5941,8.7478,0,1,3
172.34055,-43.63017,5,1,1,0
172.15289,-43.51964,5,1,1,0
172.19814,-43.61833,5,1,1,0
171.93486,-43.55879,5.554,1,1,0
172.32443,-43.58844,14.5676,3,0,1
171.84985,-43.62611,5,1,1,0
172.07434,-43.59186,5,1,1,0
172.44284,-43.63536,9.5666,0,1,3
172.45311,-43.61773,12,3,2,1
172.47342,-43.57239,26.71,2,0,2
171.87108,-43.57574,5,1,1,0
172.15683,-43.598,5,1,1,0
172.38203,-43.63087,7.4867,0,1,3
172.43944,-43.59151,7.2458,0,1,3
172.29456,-43.57668,5,1,1,0
172.41299,-43.64095,5,1,1,0
172.38695,-43.6193,5,1,1,0
172.26112,-43.60632,5,1,1,0
171.93221,-43.5646,5,1,1,0
172.36212,-43.65055,5,1,1,0
172.20215,-43.57699,9.1725,0,1,3
171.93735,-43.54293,8.8724,0,1,3
171.99471,-43.57909,5,1,1,0
171.92995,-43.5375,8.1017,0,1,3
172.37907,-43.57098,7.8945,0,1,3
171.89912,-43.54685,5,1,1,0
172.18341,-43.46643,5,1,1,0
172.14331,-43.4952,5,1,1,0
172.14481,-43.52154,5,1,1,0
172.32689,-43.5691,5,1,1,0
172.34587,-43.58994,7.7926,0,1,3
172.24831,-43.5769,5,1,1,0
172.19682,-43.61808,12,3,2,1
172.38852,-43.62918,7.7886,0,1,3
172.46411,-43.63531,8.6697,0,1,3
172.31882,-43.60956,5,1,1,0
171.9003,-43.55003,5,1,1,0
172.27875,-43.5448,5,1,1,0
172.1666,-43.48083,5,1,1,0
172.35475,-43.62489,5,1,1,0
172.41183,-43.60876,5,1,1,0
172.09389,-43.57601,5,1,1,0
172.43497,-43.58593,6.7012,1,1,3
172.35201,-43.60482,5,1,1,0
172.4402,-43.65237,5,1,1,0
172.16599,-43.60203,5,1,1,0
172.16341,-43.61676,5,1,1,0
172.15396,-43.51883,5,1,1,0
172.3968,-43.60937,5,1,1,0
172.37465,-43.58625,5,1,1,0
172.35236,-43.6025,12,3,2,1
172.24806,-43.57281,5,1,1,0
172.34886,-43.58728,5,1,1,0
172.3839,-43.62663,5,1,1,0
172.33063,-43.5586,12,3,2,1
172.24364,-43.59853,5,1,1,0
172.39847,-43.56446,7.9846,0,1,3
172.47118,-43.64406,8.4936,0,1,3
172.4682,-43.64477,8.4826,0,1,3
172.09576,-43.60311,5,1,1,0
172.00052,-43.26859,8.4241,0,1,3
171.86749,-43.57302,5,1,1,0
172.4017,-43.54279,5,1,1,0
172.41609,-43.5411,12,3,2,1
172.56297,-43.63664,13.9583,3,0,1
171.90987,-43.55154,5,1,1,0
172.20085,-43.50824,7.7852,0,1,3
172.17355,-43.60536,8.9035,0,1,3
172.17184,-43.48182,5.9484,1,1,0
171.83159,-43.56882,5,1,1,0
172.33919,-43.60912,5,1,1,0
172.15523,-43.61721,5,1,1,0
172.48265,-43.60912,8.7364,0,1,3
171.89253,-43.53422,8.9796,3,1,3
172.34654,-43.61749,5,1,1,0
172.0428,-43.59093,5,1,1,0
172.12956,-43.61646,5,1,1,0
172.15332,-43.5296,5,1,1,0
172.14281,-43.46313,5,1,1,0
172.58786,-43.5834,4.7838,1,1,0
172.30557,-43.5825,5,1,1,0
172.2357,-43.60427,5,1,1,0
172.28505,-43.61062,5,1,1,0
172.24846,-43.61676,5,1,1,0
172.01624,-43.26565,8.8052,0,1,3
171.92963,-43.55328,5,1,1,0
172.2975,-43.59291,9.1071,0,1,3
172.13774,-43.60784,5,1,1,0
172.2551,-43.5977,5,1,1,0
171.91071,-43.52978,8.8514,3,1,3
172.25319,-43.60777,12,3,2,1
172.04825,-43.61076,5,1,1,0
171.91809,-43.55961,5,1,1,0
172.20319,-43.6526,5,1,1,0
172.39876,-43.56284,7.1712,0,1,3
172.37845,-43.58818,19.2521,2,0,2
172.14972,-43.58891,5,1,1,0
172.5276,-43.60808,5,1,1,0
171.87755,-43.51807,5,1,1,0
172.36322,-43.59731,5,1,1,0
172.46434,-43.6304,5,1,1,0
171.80264,-43.57982,7.0662,1,1,3
172.37155,-43.56135,5,1,1,0
172.38927,-43.77238,7.0229,1,1,3
172.45059,-43.64566,5,1,1,0
172.37512,-43.6332,5,1,1,0
172.24965,-43.59155,7.5701,0,1,3
172.18626,-43.58306,5,1,1,0
172.41382,-43.56583,12,3,2,1
172.3943,-43.5822,9.5281,0,1,3
171.88705,-43.54343,8.6083,3,1,3
172.5114,-43.56689,12,3,2,1
172.34706,-43.60109,5,1,1,0
172.18462,-43.57227,5,1,1,0
172.16145,-43.52869,5,1,1,0
172.4496,-43.60554,8.9956,0,1,3
172.20605,-43.62552,5,1,1,0
172.00697,-43.5882,5,1,1,0
172.19214,-43.60834,5,1,1,0
172.06741,-43.5973,5,1,1,0
172.41664,-43.58693,8.1388,0,1,3
172.36992,-43.5854,5,1,1,0
172.42703,-43.62851,5,1,1,0
172.34477,-43.60536,5,1,1,0
172.40387,-43.57572,5,1,1,0
172.36647,-43.58464,5,1,1,0
172.35553,-43.60609,5,1,1,0
172.18196,-43.55602,5,1,1,0
172.2946,-43.56549,5,1,1,0
172.43227,-43.62171,5,1,1,0
172.17285,-43.56633,7.8742,0,1,3
172.01465,-43.56137,5,1,1,0
171.80365,-43.54681,5,1,1,0
171.9368,-43.55164,5,1,1,0
172.06793,-43.6064,5,1,1,0
172.38715,-43.56505,7.1449,0,1,3
171.93021,-43.52782,5,1,1,0
172.39819,-43.65488,5,1,1,0
171.85396,-43.52691,5,1,1,0
172.34186,-43.59861,5,1,1,0
172.35139,-43.57929,5,1,1,0
172.29924,-43.6288,12,3,2,1
172.31764,-43.58875,7.6978,0,1,3
172.31667,-43.58051,5,1,1,0
172.22356,-43.64002,5,1,1,0
171.89914,-43.57339,5,1,1,0
172.37683,-43.57102,5,1,1,0
171.86885,-43.55976,5,1,1,0
172.38976,-43.58875,5,1,1,0
172.28714,-43.59937,9.0612,0,1,3
172.16618,-43.60905,5,1,1,0
172.32095,-43.61245,5,1,1,0
172.31741,-43.62411,5,1,1,0
171.99986,-43.27069,8.9016,0,1,3
172.50221,-43.61,6.3312,0,1,0
172.22386,-43.64868,5,1,1,0
172.11024,-43.65125,5,1,1,0
172.30832,-43.55744,5,1,1,0
172.13828,-43.57161,5,1,1,0
172.21091,-43.63028,5,1,1,0
172.3913,-43.60484,5,1,1,0
172.38544,-43.63008,5,1,1,0
172.49049,-43.61435,5,1,1,0
172.17799,-43.48222,5.499,1,1,0
172.15543,-43.60831,5,1,1,0
172.16006,-43.56358,5,1,1,0
172.33191,-43.61646,5,1,1,0
172.35043,-43.59827,5,1,1,0
172.38402,-43.56875,5,1,1,0
172.3409,-43.59161,5,1,1,0
172.02081,-43.61508,5,1,1,0
172.06987,-43.60088,5,1,1,0
172.38165,-43.61794,5,1,1,0
172.36411,-43.57367,5,1,1,0
172.15303,-43.58712,5,1,1,0
171.88568,-43.57306,5,1,1,0
172.32182,-43.60285,5,1,1,0
172.39441,-43.61534,5,1,1,0
172.33548,-43.59407,5,1,1,0
172.06256,-43.23226,5,1,1,0
172.33127,-43.59066,5,1,1,0
172.26932,-43.57839,5,1,1,0
171.91495,-43.55792,12,3,2,1
172.11176,-43.61299,5,1,1,0
172.41629,-43.62996,12,3,2,1
172.35599,-43.61378,5,1,1,0
172.3277,-43.69551,5,1,1,0
172.28105,-43.57343,12,3,2,1
172.46614,-43.62705,5,1,1,0
172.30457,-43.58462,5,1,1,0
172.22464,-43.63124,5,1,1,0
172.39899,-43.61653,5,1,1,0
172.15959,-43.60704,8.8349,0,1,3
172.2939,-43.57759,5,1,1,0
172.24986,-43.60554,5,1,1,0
172.17018,-43.49276,6.0042,1,1,0
172.39076,-43.54349,5,1,1,0
172.17288,-43.51837,5,1,1,0
172.1599,-43.46675,5,1,1,0
172.39435,-43.58497,5,1,1,0
172.23151,-43.61113,12,3,2,1
172.32878,-43.60758,5,1,1,0
172.16852,-43.56732,5,1,1,0
171.89546,-43.56063,5,1,1,0
172.36205,-43.60588,5,1,1,0
172.19095,-43.55274,5,1,1,0
171.86331,-43.56293,8.6686,3,1,3
172.30177,-43.54875,4.4981,1,1,0
172.19989,-43.54879,9.1612,0,1,3
171.94601,-43.28415,7.8583,0,1,3
171.95143,-43.28367,6.4451,1,1,0
172.29234,-43.60044,12,3,2,1
172.3335,-43.61068,5,1,1,0
172.37862,-43.5521,10.4106,3,1,3
171.87044,-43.58463,5,1,1,0
171.99539,-43.3274,12,0,2,1
172.15451,-43.601,8.2736,0,1,3
171.87881,-43.59682,5,1,1,0
171.86581,-43.56387,5,1,1,0
171.87405,-43.56808,5,1,1,0
172.34923,-43.59455,5,1,1,0
172.36604,-43.57272,5,1,1,0
172.34149,-43.60024,5,1,1,0
172.15179,-43.61522,5,1,1,0
172.21991,-43.63884,5,1,1,0
171.8519,-43.59093,5,1,1,0
172.21375,-43.59651,5,1,1,0
172.39145,-43.55603,5,1,1,0
172.41617,-43.60085,9.1832,0,1,3
172.28818,-43.62769,5,1,1,0
171.87479,-43.58499,5,1,1,0
172.4039,-43.58034,9.928,0,1,3
172.20024,-43.57474,5,1,1,0
172.17816,-43.59032,11.277,3,0,1
172.14212,-43.49034,9.1412,0,1,3
172.16656,-43.4871,6.5427,1,1,0
171.83232,-43.57513,7.7084,1,1,3
172.37746,-43.76475,5,1,1,0
172.56802,-43.62066,5.2987,1,1,0
172.09753,-43.58255,8.3265,0,1,3
172.38651,-43.56329,5,1,1,0
172.37105,-43.62067,5,1,1,0
171.91762,-43.57637,5,1,1,0
172.16182,-43.55718,5,1,1,0
171.88846,-43.56678,5,1,1,0
172.15736,-43.45693,5,1,1,0
172.21921,-43.60927,5,1,1,0
172.38683,-43.62467,5,1,1,0
172.32819,-43.59476,5,1,1,0
172.48763,-43.59405,5,1,1,0
172.34781,-43.58638,5,1,1,0
172.20288,-43.64895,5,1,1,0
172.38124,-43.77665,5,1,1,0
172.16869,-43.60274,5,1,1,0
172.203,-43.63712,5,1,1,0
172.36465,-43.60933,5,1,1,0
172.40134,-43.53899,5,1,1,0
172.33237,-43.64842,5,1,1,0
172.36023,-43.57807,5,1,1,0
172.54774,-43.58582,5,1,1,0
172.49248,-43.61938,8.2927,0,1,3
172.24028,-43.62299,5,1,1,0
172.10516,-43.49577,5,1,1,0
172.28146,-43.57037,5,1,1,0
172.43352,-43.64935,5,1,1,0
172.21303,-43.63868,5,1,1,0
172.13272,-43.63144,5,1,1,0
172.38773,-43.54608,7.4895,0,1,3
172.48331,-43.58959,12,3,2,1
172.1981,-43.5261,5.0817,1,1,0
172.36674,-43.65115,5,1,1,0
172.1161,-43.5382,5,1,1,0
172.12791,-43.58572,5,1,1,0
172.34221,-43.61296,5,1,1,0
172.4527,-43.64631,5,1,1,0
171.85167,-43.57538,5,1,1,0
172.19255,-43.58369,5,1,1,0
171.88777,-43.5847,5,1,1,0
172.11658,-43.29712,5,1,1,0
172.0986,-43.57944,8.2176,0,1,3
172.15659,-43.61805,5,1,1,0
172.43417,-43.65665,5,1,1,0
171.94868,-43.5568,5,1,1,0
172.48851,-43.72913,5,1,1,0
172.2504,-43.59742,9.3424,0,1,3
172.04237,-43.61009,5,1,1,0
171.87357,-43.58634,5,1,1,0
172.42624,-43.59146,9.4608,0,1,3
172.1032,-43.60289,5,1,1,0
172.38737,-43.60398,6.3481,1,1,0
172.13805,-43.47689,5,1,1,0
172.34402,-43.65024,5,1,1,0
