longitde,latitude,depth,SOM cluster,DBSCAN cluster,KMEAN cluster
171.85712,-43.57962,5,1,1,0
172.05074,-43.61517,5,1,1,0
172.15416,-43.47004,5,1,1,0
172.16902,-43.61878,5,1,1,0
172.16292,-43.61534,5,1,1,0
172.09526,-43.59573,5,1,1,0
172.11453,-43.44396,5,1,1,0
172.19553,-43.65386,5,1,1,0
172.15666,-43.6081,5,1,1,0
172.43645,-43.59959,6.4109,0,1,0
171.95036,-43.54735,5,1,1,0
171.8506,-43.5794,5,1,1,0
171.97357,-43.54375,5,1,1,0
172.1492,-43.45839,5,1,1,0
172.25313,-43.59104,7.3713,0,1,3
172.39322,-43.54856,5,1,1,0
172.40381,-43.61781,5,1,1,0
172.11124,-43.4755,5,1,1,0
172.50769,-43.50485,12,3,2,1
171.83704,-43.57198,6.6241,1,1,0
172.53215,-43.9078,5,1,1,0
172.40582,-43.59332,8.1432,0,1,3
172.19174,-43.63005,5,1,1,0
172.16573,-43.46763,6.5566,0,1,0
172.7088,-43.93907,22.562,2,0,2
172.48697,-43.63803,5,1,1,0
172.47171,-43.63718,7.6376,0,1,3
172.42879,-43.5881,8.1694,0,1,3
172.34932,-43.62639,12,3,2,1
172.31412,-43.54835,7.4308,0,1,3
172.06551,-43.60039,5,1,1,0
172.40587,-43.59293,5,1,1,0
172.38258,-43.6254,15.5772,2,0,1
172.27617,-43.56243,15.0139,3,0,1
172.40781,-43.44815,5,1,1,0
172.37146,-43.59783,5,1,1,0
172.28308,-43.54019,5,1,1,0
172.40613,-43.53836,7.4582,0,1,3
171.91074,-43.5706,5,1,1,0
172.23112,-43.6045,5,1,1,0
172.37814,-43.61052,5,1,1,0
172.24223,-43.61097,5,1,1,0
172.27109,-43.51275,23.7881,2,0,2
172.38991,-43.55844,7.1027,0,1,3
172.30453,-43.54073,5,1,1,0
172.14928,-43.59235,5,1,1,0
171.92702,-43.56948,5,1,1,0
172.2525,-43.61491,5,1,1,0
172.30028,-43.56014,5,1,1,0
172.26463,-43.60812,5,1,1,0
172.47105,-43.64286,8.361,0,1,3
172.39748,-43.58145,8.7143,0,1,3
172.16055,-43.60273,5,1,1,0
172.15457,-43.51229,5,1,1,0
172.44925,-43.738,5,1,1,0
172.33519,-43.59086,5,1,1,0
171.88057,-43.54373,5,1,1,0
172.18196,-43.61688,12,3,2,1
172.41171,-43.60185,12,3,2,1
172.17972,-43.58055,12,3,2,1
172.46115,-43.64681,7.949,0,1,3
172.33376,-43.53359,5.7318,1,1,0
172.22258,-43.59619,12,3,2,1
172.39568,-43.5615,9.4592,0,1,3
172.394,-43.56371,9.8472,0,1,3
172.17152,-43.51338,9.1278,0,1,3
172.29245,-43.57861,5,1,1,0
172.38913,-43.61528,5,1,1,0
172.12579,-43.48425,5,1,1,0
172.16875,-43.46275,5.6146,1,1,0
172.42873,-43.7731,12,3,2,1
172.23367,-43.58861,16.4471,2,0,1
172.15942,-43.47678,5,1,1,0
172.40033,-43.54813,6.3224,1,1,0
172.12482,-43.43966,5,1,1,0
172.17247,-43.45685,6.546,1,1,0
172.17523,-43.47424,5,1,1,0
172.51427,-43.58228,5.684,1,1,0
171.89464,-43.52129,5,1,1,0
172.54446,-43.59406,9.0381,0,1,3
172.24603,-43.59237,7.4829,0,1,3
172.3692,-43.55379,7.9907,0,1,3
172.16261,-43.47823,8.5651,0,1,3
172.35518,-43.62511,5,1,1,0
171.87912,-43.59177,5,1,1,0
172.19824,-43.59118,5,1,1,0
172.33653,-43.62108,12,3,2,1
172.21194,-43.64331,5,1,1,0
172.28923,-43.57005,5,1,1,0
172.28818,-43.54436,18.5005,2,0,2
172.06461,-43.56278,9.9751,0,1,3
172.07289,-43.59849,5,1,1,0
172.36134,-43.58003,5,1,1,0
172.48724,-43.62439,5,1,1,0
172.26048,-43.59192,5,1,1,0
172.13161,-43.43206,5,1,1,0
172.38307,-43.5552,5,1,1,0
172.38307,-43.56562,8.4823,0,1,3
172.41107,-43.507,5,1,1,0
172.4503,-43.65415,5,1,1,0
172.55843,-43.62481,6.9378,0,1,3
172.33823,-43.58916,7.5441,0,1,3
172.26025,-43.61005,12,3,2,1
172.45279,-43.63036,5,1,1,0
172.41083,-43.58057,12,3,2,1
171.85857,-43.60457,5,1,1,0
172.36302,-43.59272,5,1,1,0
172.1703,-43.46259,5,1,1,0
172.17752,-43.52095,5,1,1,0
172.48798,-43.61528,5,1,1,0
172.36139,-43.61718,5,1,1,0
172.17609,-43.4465,5.2071,1,1,0
172.16562,-43.61657,5,1,1,0
172.39084,-43.55924,7.8178,0,1,3
172.14127,-43.5743,5,1,1,0
172.19122,-43.5007,5.2328,1,1,0
172.06612,-43.57162,7.3071,0,1,3
172.36633,-43.58271,5,1,1,0
172.3004,-43.63563,5,1,1,0
172.51668,-43.5271,5,1,1,0
172.39035,-43.57447,8.3784,0,1,3
172.26509,-43.60921,12,3,2,1
172.03493,-43.5834,5,1,1,0
172.41791,-43.57847,5,1,1,0
172.34746,-43.64267,18.9906,2,0,2
172.28447,-43.62291,17.2662,2,0,1
172.34952,-43.59379,5,1,1,0
171.87901,-43.54667,10.1704,3,1,3
172.25063,-43.5577,5,1,1,0
172.37419,-43.59551,5.9674,1,1,0
172.1963,-43.52776,5,1,1,0
172.38838,-43.56006,6.2274,1,1,0
172.05811,-43.56859,9.1369,0,1,3
172.01018,-43.27164,8.5578,0,1,3
172.36229,-43.58025,5,1,1,0
171.9136,-43.57672,5,1,1,0
172.2937,-43.6127,16.8477,2,0,1
172.39354,-43.58231,8.7934,0,1,3
172.44212,-43.82932,8.326,1,1,3
172.13651,-43.58632,8.2665,0,1,3
172.1393,-43.60266,5,1,1,0
172.51392,-43.79332,12,3,2,1
172.44104,-43.52121,5,1,1,0
171.91154,-43.54947,5,1,1,0
172.37515,-43.55846,5,1,1,0
172.21465,-43.52666,5,1,1,0
172.47783,-43.64415,9.1616,0,1,3
172.32709,-43.60055,5,1,1,0
171.89046,-43.57623,5,1,1,0
171.95337,-43.58411,5,1,1,0
171.88974,-43.54943,5,1,1,0
172.37253,-43.74868,7.1887,1,1,3
172.40266,-43.58384,5,1,1,0
172.17061,-43.5017,5,1,1,0
172.5583,-43.62937,6.7614,0,1,3
172.43286,-43.63005,12,3,2,1
172.3801,-43.56865,8.5678,0,1,3
172.38025,-43.56393,7.7294,0,1,3
172.5238,-43.58405,5,1,1,0
172.38161,-43.55472,6.7458,0,1,3
171.85748,-43.57884,7.566,1,1,3
172.39188,-43.55684,8.1575,0,1,3
172.48956,-43.62613,7.6971,0,1,3
172.43771,-43.52274,5,1,1,0
172.32553,-43.56027,6.6855,0,1,0
171.86179,-43.5693,5,1,1,0
172.19391,-43.55455,5,1,1,0
171.88638,-43.52766,9.4562,3,1,3
172.36807,-43.5659,5,1,1,0
172.38159,-43.56385,5,1,1,0
172.39595,-43.61454,12,3,2,1
171.89377,-43.53951,5,1,1,0
172.47055,-43.63601,8.7556,0,1,3
172.23045,-43.61353,5,1,1,0
172.47835,-43.6174,7.2941,0,1,3
172.35759,-43.57785,5,1,1,0
172.3819,-43.56094,7.7924,0,1,3
172.38155,-43.55667,5,1,1,0
172.34467,-43.59589,5,1,1,0
172.39426,-43.56375,5,1,1,0
172.33975,-43.59227,5,1,1,0
171.84453,-43.57986,5,1,1,0
172.38214,-43.55365,5,1,1,0
171.84741,-43.58017,5,1,1,0
172.39165,-43.57128,4.6326,1,1,0
171.88065,-43.57105,7.504,1,1,3
172.41733,-43.53486,5,1,1,0
172.43311,-43.62395,5,1,1,0
172.34018,-43.5802,5,1,1,0
172.31667,-43.562,5,1,1,0
171.8266,-43.59192,5,1,1,0
172.36214,-43.58667,5,1,1,0
171.93562,-43.56523,7.3093,1,1,3
172.40036,-43.54985,6.4013,1,1,0
172.44783,-43.64912,5,1,1,0
172.16223,-43.44773,6.7059,1,1,3
172.22934,-43.64505,15.2834,3,0,1
172.2726,-43.60334,5,1,1,0
172.51292,-43.57736,5,1,1,0
171.90381,-43.57948,5,1,1,0
171.92139,-43.56721,5,1,1,0
172.34161,-43.52772,5,1,1,0
172.50015,-43.60415,6.5182,0,1,0
172.30072,-43.59246,5,1,1,0
172.21533,-43.6081,12,3,2,1
172.14522,-43.6097,5,1,1,0
171.92552,-43.54964,5,1,1,0
172.26605,-43.54195,5,1,1,0
172.30402,-43.56564,5,1,1,0
172.16504,-43.52077,9.1889,0,1,3
172.11719,-43.41614,6.7244,0,1,3
172.3493,-43.5967,5,1,1,0
172.38264,-43.56728,5,1,1,0
172.36296,-43.57087,5,1,1,0
172.35896,-43.5994,5,1,1,0
171.89362,-43.56411,5,1,1,0
172.27202,-43.59014,8.2703,0,1,3
171.92352,-43.56187,5,1,1,0
172.26883,-43.59365,12,3,2,1
172.11375,-43.44753,5,1,1,0
171.93196,-43.55234,5,1,1,0
172.34853,-43.58931,5,1,1,0
172.38866,-43.5859,5,1,1,0
172.29442,-43.59959,5,1,1,0
172.27167,-43.61481,5,1,1,0
171.88699,-43.59753,12,3,2,1
172.37694,-43.5895,5,1,1,0
172.37404,-43.63925,5,1,1,0
172.24081,-43.60692,5,1,1,0
171.88007,-43.56591,7.8579,1,1,3
172.41878,-43.63052,8.1948,0,1,3
172.44391,-43.64857,5,1,1,0
172.47609,-43.63757,8.1232,0,1,3
172.34052,-43.59718,5,1,1,0
172.31398,-43.55311,5,1,1,0
172.6501,-43.62369,7.299,0,1,3
172.07011,-43.59402,5,1,1,0
171.89948,-43.57034,5,1,1,0
172.35184,-43.53958,5,1,1,0
172.1864,-43.59785,5,1,1,0
172.18762,-43.57882,5,1,1,0
171.60323,-43.22526,5,0,1,0
172.37747,-43.62923,5,1,1,0
171.64653,-43.45272,5,1,1,0
172.16484,-43.49217,5,1,1,0
172.16435,-43.46682,4.956,1,1,0
171.89174,-43.56489,5,1,1,0
172.29355,-43.60841,5,1,1,0
172.32536,-43.58273,5,1,1,0
172.2224,-43.59943,8.8227,0,1,3
172.35425,-43.57412,5,1,1,0
171.81161,-43.54213,5,1,1,0
172.24861,-43.54232,5,1,1,0
171.87898,-43.52552,10.0196,3,1,3
172.45633,-43.6455,5,1,1,0
172.44801,-43.58546,15.8798,2,0,1
172.18733,-43.55341,5,1,1,0
172.49969,-43.84702,12.1997,3,2,1
172.2056,-43.56073,5,1,1,0
172.44601,-43.64127,5,1,1,0
172.33987,-43.58891,9.0888,0,1,3
172.3185,-43.61397,5,1,1,0
172.41396,-43.62792,14.3226,3,0,1
172.39348,-43.59653,5,1,1,0
172.38626,-43.6244,5,1,1,0
172.41078,-43.5924,3,1,3,0
172.33395,-43.6064,5,1,1,0
172.11713,-43.60604,5,1,1,0
172.37498,-43.64516,5,1,1,0
172.3894,-43.60466,8.7249,0,1,3
172.43541,-43.58759,14.1547,3,0,1
172.38191,-43.55975,7.6657,0,1,3
172.36572,-43.58481,5,1,1,0
172.32773,-43.55262,5,1,1,0
172.0918,-43.60648,5,1,1,0
172.35753,-43.62309,5,1,1,0
172.1813,-43.53687,5,1,1,0
172.37578,-43.56649,5,1,1,0
172.37947,-43.57884,3,1,3,0
172.15904,-43.63218,5,1,1,0
172.17007,-43.59495,3,1,3,0
171.88789,-43.5539,3,1,3,0
172.33887,-43.6161,5,1,1,0
172.0058,-43.6356,5,1,1,0
172.28836,-43.56548,8.9693,0,1,3
172.3394,-43.60327,12,3,2,1
172.09613,-43.61114,3,1,3,0
172.13251,-43.49569,8.8173,0,1,3
172.1843,-43.45299,5,1,1,0
172.16507,-43.5093,5,1,1,0
172.28122,-43.56471,5,1,1,0
172.4545,-43.61432,12,3,2,1
172.4621,-43.63038,3.9764,1,0,0
172.35638,-43.60094,5,1,1,0
172.18262,-43.47612,5,1,1,0
171.95984,-43.62115,3,1,3,0
172.40942,-43.54927,7.3071,0,1,3
171.88049,-43.56316,13.4637,3,0,1
172.20399,-43.64301,5,1,1,0
172.10735,-43.60278,5,1,1,0
171.71867,-43.54746,13.0227,3,0,1
171.8725,-43.6081,5,1,1,0
172.44447,-43.6275,5,1,1,0
172.28462,-43.56189,3,1,3,0
172.20888,-43.57295,5,1,1,0
172.17586,-43.48945,5,1,1,0
171.94395,-43.56361,5,1,1,0
172.18729,-43.54075,5,1,1,0
172.43188,-43.52438,9.0101,0,1,3
172.36684,-43.56763,5,1,1,0
171.91595,-43.54303,2.8986,1,3,0
172.35307,-43.56174,6.0025,1,1,0
172.16728,-43.60006,9.7817,0,1,3
172.36034,-43.57512,5,1,1,0
172.16905,-43.46141,5,1,1,0
172.13467,-43.4249,6.6853,1,1,0
172.31882,-43.57853,5,1,1,0
172.36644,-43.57359,5,1,1,0
172.18394,-43.44949,5.5331,1,1,0
172.46385,-43.6242,5,1,1,0
172.38896,-43.58567,5,1,1,0
172.46806,-43.61501,3,1,3,0
172.15135,-43.59487,6.0303,1,1,0
172.09862,-43.33559,5,1,1,0
172.38304,-43.56069,8.5137,0,1,3
172.53505,-43.5249,18.7759,2,0,2
172.41202,-43.61956,18.3915,2,0,2
171.9325,-43.55859,5,1,1,0
171.93559,-43.54901,5,1,1,0
171.72896,-43.56557,5,1,1,0
172.37892,-43.5643,3,1,3,0
172.06644,-43.56297,8.5972,0,1,3
172.34068,-43.60088,5,1,1,0
172.38551,-43.5771,12,3,2,1
172.14275,-43.44202,8.7781,0,1,3
172.40364,-43.56105,12,3,2,1
172.21645,-43.61994,3,1,3,0
172.39511,-43.62747,8.6718,0,1,3
171.89792,-43.57962,5,1,1,0
172.27377,-43.5831,3,1,3,0
172.07594,-43.60781,5,1,1,0
172.36543,-43.64577,5,1,1,0
172.17398,-43.5445,5,1,1,0
172.35982,-43.5957,5,1,1,0
172.18512,-43.60927,5,1,1,0
172.15454,-43.42163,5,1,1,0
171.89462,-43.6036,5,1,1,0
172.4019,-43.56191,9.324,0,1,3
172.50092,-43.61507,11.718,3,2,1
172.32045,-43.57207,17.0943,2,0,1
172.37103,-43.57177,5,1,1,0
172.37695,-43.56195,5,1,1,0
172.28047,-43.62717,5,1,1,0
172.16357,-43.45596,5,1,1,0
172.27672,-43.58072,3,1,3,0
172.07388,-43.6065,5,1,1,0
172.40561,-43.58317,6.9376,0,1,3
172.43008,-43.54607,12,3,2,1
172.34569,-43.59161,5,1,1,0
171.98843,-43.57682,5,1,1,0
172.32777,-43.53852,7.4925,0,1,3
172.29654,-43.56627,12,3,2,1
171.88667,-43.5627,5,1,1,0
172.4826,-43.62358,5,1,1,0
172.37885,-43.55983,5.5358,1,1,0
172.27338,-43.57288,5,1,1,0
172.3183,-43.53407,2,1,0,0
172.14282,-43.48438,8.7677,0,1,3
172.28809,-43.60363,5,1,1,0
171.8605,-43.59803,5,1,1,0
172.04156,-43.59733,2,1,0,0
172.25377,-43.60587,5,1,1,0
171.9532,-43.55488,5,1,1,0
172.15288,-43.57272,5,1,1,0
172.24489,-43.60568,5,1,1,0
172.08841,-43.60254,5,1,1,0
172.44148,-43.63482,5,1,1,0
172.42197,-43.59809,3,1,3,0
172.16914,-43.58216,5,1,1,0
172.3513,-43.59584,10.7405,3,0,1
171.90036,-43.55429,5,1,1,0
172.30635,-43.54722,9.1888,0,1,3
171.88106,-43.57154,5,1,1,0
171.97101,-43.52423,5,1,1,0
172.17006,-43.51339,5,1,1,0
172.367,-43.64837,5,1,1,0
172.40741,-43.63651,9.206,0,1,3
172.3416,-43.59602,9.666,0,1,3
171.89236,-43.59226,5,1,1,0
172.40195,-43.57739,6.8551,0,1,3
172.70235,-43.59204,7.4851,1,1,3
172.59624,-43.58949,5,1,1,0
172.35063,-43.6123,5,1,1,0
172.62892,-43.57989,5,1,1,0
172.1685,-43.60662,3,1,3,0
172.68251,-43.58176,7.507,1,1,3
172.18419,-43.46335,5,1,1,0
171.84875,-43.58932,5,1,1,0
172.08501,-43.59991,5,1,1,0
172.38153,-43.55746,6.9385,0,1,3
172.06949,-43.6046,5,1,1,0
172.13066,-43.6144,5,1,1,0
172.31285,-43.59966,10.0255,0,1,3
172.68999,-43.58127,7.1612,1,1,3
172.20192,-43.61151,5,1,1,0
172.26337,-43.61356,9.0842,0,1,3
172.31383,-43.60743,5,1,1,0
172.38249,-43.58959,3,1,3,0
172.15965,-43.60064,5,1,1,0
172.4469,-43.62891,3,1,3,0
172.0844,-43.60395,5,1,1,0
172.87256,-43.81368,33,2,0,2
172.5502,-43.601,12,3,2,1
172.18065,-43.56829,5,1,1,0
172.41354,-43.83591,3,1,3,0
172.37231,-43.55384,3,1,3,0
172.71924,-43.56173,5,1,1,0
172.42554,-43.53149,5,1,1,0
171.91585,-43.58641,5,1,1,0
172.40752,-43.58302,6.1862,1,1,0
172.16093,-43.43553,5,1,1,0
172.50983,-43.64353,14.8904,2,0,1
172.32375,-43.60072,5,1,1,0
171.88167,-43.55503,8.3561,3,1,3
172.46562,-43.63298,12,3,2,1
172.28983,-43.60745,12,3,2,1
172.46626,-43.61176,5,1,1,0
172.16289,-43.57722,5,1,1,0
172.41394,-43.55344,8.262,0,1,3
172.01266,-43.56865,5,1,1,0
172.6024,-43.58041,12,3,2,1
171.9769,-43.55056,9.2845,0,1,3
172.3501,-43.5867,5,1,1,0
172.43886,-43.65248,15.7391,2,0,1
172.94716,-43.71476,28.1936,2,0,2
172.91724,-43.70629,28.9856,2,0,2
172.35466,-43.58918,5,1,1,0
172.12451,-43.51031,5,1,1,0
172.42043,-43.82941,5,1,1,0
172.57909,-43.58105,7.3426,0,1,3
172.3028,-43.56591,12,3,2,1
172.18771,-43.47487,5,1,1,0
172.58916,-43.5713,7.3593,1,1,3
172.36768,-43.57954,19.9704,2,0,2
172.27689,-43.58302,5,1,1,0
172.18112,-43.57954,5,1,1,0
172.47723,-43.80473,12,3,2,1
172.35051,-43.58738,5,1,1,0
172.66583,-43.57915,6.415,1,1,0
172.46021,-43.64115,8.8062,0,1,3
172.15059,-43.58671,5,1,1,0
172.72066,-43.54805,5,1,1,0
172.18095,-43.31981,5,1,1,0
172.231,-43.61035,5,1,1,0
172.46252,-43.63556,7.6997,0,1,3
172.2818,-43.61408,12,3,2,1
172.64108,-43.57646,5,1,1,0
172.43382,-43.63728,5,1,1,0
171.94829,-43.58239,2,1,0,0
172.20778,-43.59237,5,1,1,0
172.27463,-43.58088,5,1,1,0
172.56996,-43.57947,5.8458,1,1,0
172.16786,-43.47035,5,1,1,0
172.39639,-43.54146,5,1,1,0
172.2114,-43.61654,5,1,1,0
172.19119,-43.30622,3,1,3,0
172.00404,-43.26368,8.8615,0,1,3
172.47514,-43.62017,9.0254,0,1,3
172.18944,-43.53986,5,1,1,0
172.70546,-43.62131,20.5987,2,0,2
173.12973,-43.69793,12,3,0,1
172.2718,-43.59626,5,1,1,0
172.25162,-43.33458,5,1,1,0
172.19469,-43.56748,3,1,3,0
172.24713,-43.49894,12,0,2,1
172.53056,-43.66232,12,3,2,1
172.05663,-43.6234,5,1,1,0
172.2285,-43.59882,5,1,1,0
171.94676,-43.56811,12,3,2,1
172.34235,-43.57624,5,1,1,0
172.39943,-43.60103,5,1,1,0
172.18657,-43.46129,5,1,1,0
171.96272,-43.55995,5,1,1,0
172.17838,-43.52188,9.1759,0,1,3
172.14497,-43.48487,8.2637,0,1,3
172.39963,-43.59509,2,1,0,0
172.34784,-43.51048,6.0212,1,1,0
172.18506,-43.53716,5,1,1,0
171.88454,-43.57747,5,1,1,0
172.17061,-43.5964,5,1,1,0
171.86099,-43.60773,5,1,1,0
172.30038,-43.60141,12,3,2,1
172.35141,-43.60211,5,1,1,0
171.9751,-43.63441,5,1,1,0
172.10887,-43.5862,9.3545,0,1,3
172.14713,-43.47795,5,1,1,0
172.67288,-43.57121,6.4065,1,1,0
172.0154,-43.56874,5,1,1,0
172.18253,-43.49131,5,1,1,0
172.28333,-43.5994,7.3222,0,1,3
172.37271,-43.54709,12,3,2,1
172.36523,-43.51222,5,1,1,0
172.37257,-43.59409,5,1,1,0
172.21249,-43.61236,5,1,1,0
172.47418,-43.63675,12,3,2,1
172.37132,-43.60976,12,3,2,1
172.16,-43.56017,5,1,1,0
172.34273,-43.59135,5,1,1,0
172.47566,-43.60078,8.7685,0,1,3
172.45515,-43.62322,5,1,1,0
172.34915,-43.59518,8.156,0,1,3
172.1534,-43.51271,9.4437,0,1,3
172.31483,-43.62651,12,3,2,1
172.17569,-43.50544,7.5979,0,1,3
172.49783,-43.62049,8.2993,0,1,3
172.51367,-43.59771,5,1,1,0
172.36092,-43.59407,5,1,1,0
172.32121,-43.59851,5,1,1,0
172.40576,-43.64133,5,1,1,0
172.34686,-43.58232,2,1,0,0
171.87025,-43.58536,5,1,1,0
172.53336,-43.68702,12,3,2,1
172.22154,-43.58189,5,1,1,0
172.38153,-43.60408,5,1,1,0
172.27831,-43.60596,12,3,2,1
171.91109,-43.5715,5,1,1,0
172.26216,-43.59541,5,1,1,0
172.30386,-43.5449,5,1,1,0
172.13872,-43.61036,5,1,1,0
172.18237,-43.55819,5,1,1,0
172.16002,-43.44484,6.3388,1,1,0
171.88919,-43.56466,5,1,1,0
172.44801,-43.62089,5,1,1,0
172.41885,-43.63204,12,3,2,1
172.15874,-43.4667,5,1,1,0
171.82347,-43.59269,5,1,1,0
172.82285,-43.68356,23.7115,2,0,2
172.91415,-43.67986,24.5116,2,0,2
171.90028,-43.60236,5,1,1,0
172.42271,-43.62339,12,3,2,1
171.87068,-43.5898,5,1,1,0
172.17661,-43.4646,6.2823,1,1,0
172.07529,-43.46648,5,1,1,0
171.9852,-43.55902,5,1,1,0
172.39961,-43.51543,2,1,0,0
171.89838,-43.60508,5,1,1,0
172.25029,-43.57351,5,1,1,0
172.45645,-43.62772,5,1,1,0
172.16252,-43.49704,8.163,0,1,3
172.1487,-43.60117,7.1285,0,1,3
172.1711,-43.58183,5,1,1,0
171.89592,-43.32477,11.1123,0,0,1
172.2467,-43.61169,5,1,1,0
172.53844,-43.62102,12,3,2,1
171.95,-43.55725,5,1,1,0
172.11819,-43.48333,5,1,1,0
172.16267,-43.46562,5,1,1,0
172.32292,-43.58001,5,1,1,0
172.69353,-43.56112,7.6591,1,1,3
171.90707,-43.33663,9.7403,0,1,3
171.91566,-43.34045,10.393,0,1,3
172.05925,-43.6068,5,1,1,0
172.36668,-43.75178,5,1,1,0
172.37135,-43.61192,5,1,1,0
172.09897,-43.59776,5,1,1,0
172.38168,-43.56386,5,1,1,0
172.79938,-43.59211,5,1,1,0
172.19107,-43.49599,5,1,1,0
172.16191,-43.61191,5,1,1,0
172.17882,-43.57513,5,1,1,0
171.93665,-43.52303,5,1,1,0
172.39252,-43.59872,5,1,1,0
172.36401,-43.60868,6.6417,1,1,0
172.0042,-43.24848,5,1,1,0
172.35001,-43.54745,5,1,1,0
172.15419,-43.60249,6.3661,1,1,0
172.29436,-43.56363,5,1,1,0
172.3524,-43.58697,5,1,1,0
172.39856,-43.56206,5,1,1,0
172.58452,-43.58892,7.2129,0,1,3
172.38043,-43.56489,5,1,1,0
172.1821,-43.64781,9.2655,0,1,3
172.38586,-43.58316,5,1,1,0
172.4071,-43.61858,6.0666,1,1,0
172.41763,-43.5494,5,1,1,0
172.12054,-43.61297,5,1,1,0
172.58684,-43.58503,6.6716,1,1,0
172.57527,-43.58951,5,1,1,0
171.85582,-43.59015,5,1,1,0
171.94604,-43.5412,8.6187,0,1,3
172.39993,-43.60197,5,1,1,0
172.1582,-43.61616,5,1,1,0
172.215,-43.54198,12,3,2,1
173.06447,-43.71725,26.1338,2,0,2
172.41219,-43.55002,8.5218,0,1,3
171.87714,-43.57917,5,1,1,0
172.12213,-43.43512,5,1,1,0
172.46729,-43.54942,12,3,2,1
172.29819,-43.57792,5,1,1,0
172.48103,-43.56088,12,3,2,1
172.42036,-43.54745,20.0184,2,0,2
172.35399,-43.58827,5,1,1,0
172.16217,-43.45824,5,1,1,0
172.05443,-43.60091,7.6355,0,1,3
172.40036,-43.579,8.5696,0,1,3
173.19609,-43.55324,5,1,1,0
172.71094,-43.59552,12,3,2,1
172.19023,-43.51322,5,1,1,0
172.24931,-43.59133,5,1,1,0
172.06262,-43.60512,5,1,1,0
172.12244,-43.4837,5,1,1,0
172.40994,-43.54797,5,1,1,0
171.92209,-43.46677,12,0,2,1
172.20515,-43.61043,5,1,1,0
172.19283,-43.44839,5,1,1,0
171.89369,-43.54577,9.2106,3,1,3
172.39735,-43.55322,5,1,1,0
172.18951,-43.56206,8.8975,0,1,3
172.25819,-43.60109,7.773,0,1,3
172.18689,-43.48919,5,1,1,0
171.87679,-43.58387,5,1,1,0
172.19582,-43.59182,12,3,2,1
172.40518,-43.55622,5,1,1,0
172.11269,-43.42229,8.6023,0,1,3
172.02536,-43.58649,9.2506,0,1,3
172.39915,-43.57545,9.0165,0,1,3
172.5643,-43.58332,5,1,1,0
172.4446,-43.64554,3,1,3,0
172.17377,-43.48917,5,1,1,0
172.11497,-43.40508,5,1,1,0
172.92096,-42.66803,5,1,0,0
171.89792,-43.60205,5,1,1,0
172.56999,-43.59243,5,1,1,0
172.32809,-43.54227,5,1,1,0
172.2997,-43.61117,5,1,1,0
172.45383,-43.62701,5,1,1,0
171.91078,-43.59276,5,1,1,0
171.86392,-43.582,5,1,1,0
172.1757,-43.46328,5,1,1,0
172.39517,-43.57084,5,1,1,0
172.32918,-43.60554,5,1,1,0
172.40323,-43.53659,5,1,1,0
171.87766,-43.57034,5,1,1,0
172.66093,-43.55935,4.929,1,1,0
172.43016,-43.63506,9.2268,0,1,3
172.37511,-43.61072,15.8436,2,0,1
171.80388,-43.56639,5,1,1,0
172.44502,-43.86618,5,1,1,0
172.41708,-43.60007,5,1,1,0
172.91292,-43.72765,27.9434,2,0,2
172.47261,-43.66306,15.0553,3,0,1
172.57051,-43.49605,5,1,1,0
172.4798,-43.6147,15.9299,2,0,1
172.158,-43.59053,5,1,1,0
172.08859,-43.50563,8.3821,0,1,3
172.12715,-43.43557,7.2584,0,1,3
171.7477,-43.59368,5,1,1,0
172.27101,-43.57436,5,1,1,0
171.92986,-43.54666,5,1,1,0
171.97569,-43.57244,5,1,1,0
172.15097,-43.61997,5,1,1,0
172.54558,-43.62925,5,1,1,0
172.48569,-43.6602,12,3,2,1
172.39507,-43.62534,7.92,0,1,3
172.18591,-43.6067,5,1,1,0
172.20935,-43.61684,5,1,1,0
172.20914,-43.59906,9.618,0,1,3
172.19395,-43.56443,5,1,1,0
172.09943,-43.62333,5,1,1,0
172.24159,-43.59413,12,3,2,1
172.24791,-43.6029,5,1,1,0
172.29297,-43.53806,5,1,1,0
171.92336,-43.56666,5,1,1,0
172.16536,-43.4789,5,1,1,0
172.37979,-43.62913,5,1,1,0
172.43182,-43.60438,12,3,2,1
172.60083,-43.63839,15.9383,2,0,1
172.15227,-43.55529,5,1,1,0
172.48991,-43.64071,18.5722,2,0,2
172.04903,-43.57963,5,1,1,0
172.15689,-43.5961,5,1,1,0
172.36021,-43.57542,16.6741,2,0,1
172.41273,-43.54794,8.6063,0,1,3
172.46519,-43.63283,7.0681,0,1,3
172.49834,-43.56888,14.2408,3,0,1
172.25143,-43.59861,5,1,1,0
172.42065,-43.61139,10.9045,3,0,1
172.39517,-43.62634,7.8504,0,1,3
172.42636,-43.53765,5,1,1,0
172.32295,-43.53723,5,1,1,0
171.97981,-43.52918,5,1,1,0
171.87242,-43.57865,5,1,1,0
172.35551,-43.56483,5,1,1,0
172.38394,-43.62205,5,1,1,0
171.90062,-43.58632,5,1,1,0
171.89754,-43.56614,5,1,1,0
172.369,-43.36597,5,1,1,0
172.33429,-43.60344,5,1,1,0
172.46672,-43.64834,15.2474,2,0,1
172.46904,-43.61364,19.0948,2,0,2
171.8849,-43.56703,5,1,1,0
172.44795,-43.64781,5,1,1,0
171.85738,-43.58034,5,1,1,0
172.44858,-43.54964,16.3618,2,0,1
