publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype, depthtype,evaluationmethod, evaluationstatus, evaluationmode, earthmodel, usedphasecount,usedstationcount,magnitudestationcount, minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,distance
3366901,earthquake,2010-09-04T23:33:50.794Z,2013-07-16T14:08:00.000Z,172.11819,-43.64194,2.787,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,6,0.32,116,0.11384,0.14,13.36130148
3366903,earthquake,2010-09-04T23:38:00.970Z,2013-07-16T14:08:00.000Z,172.36545,-43.57783,3.046,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,7,0.187,139,0.11221,0.183,16.87909271
3366904,earthquake,2010-09-04T23:40:33.341Z,2013-07-16T14:08:00.000Z,172.24884,-43.60686,2.759,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,4,0.274,153,0.1595,0.326,10.98762114
3366905,earthquake,2010-09-04T23:42:20.689Z,2013-07-16T14:08:00.000Z,172.4274,-43.67558,3.253,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,7,0.167,121,0.24409,0.198,26.61399217
3366906,earthquake,2010-09-04T23:46:10.886Z,2013-07-16T14:08:00.000Z,172.37611,-43.55879,2.965,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,6,0.18,133,0.15268,0.245,17.13983024
3366907,earthquake,2010-09-04T23:49:33.057Z,2013-07-16T14:08:00.000Z,172.32353,-43.62205,3.37,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,12,0.222,154,0.15533,0.136,16.37314462
3366908,earthquake,2010-09-04T23:54:18.432Z,2013-07-16T14:08:00.000Z,171.922,-43.54683,2.85,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.235,272,0.19099,0.256,19.9432913
3393189,earthquake,2010-09-04T23:58:29.108Z,2013-07-16T14:49:00.000Z,172.15617,-43.52676,2.632,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.217,220,0.11307,0.165,0.950887603
3366909,earthquake,2010-09-04T23:58:59.099Z,2013-07-16T14:09:00.000Z,172.24875,-43.60982,3.247,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,9,0.274,154,0.18027,0.137,11.24999516
3366910,earthquake,2010-09-05T00:01:34.998Z,2013-07-16T14:09:00.000Z,172.30669,-43.57832,2.909,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,6,0.23,103,0.12604,0.192,12.53786207
3366911,earthquake,2010-09-05T00:04:51.032Z,2013-07-16T14:09:00.000Z,171.98082,-43.57405,2.739,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,4,5,0.25,264,0.11337,0.15,15.95051444
3366912,earthquake,2010-09-05T00:05:53.474Z,2013-08-01T15:46:00.000Z,172.24275,-43.59495,3.363,5.5941,ML,,GROPE,reviewed,,nz1dr,14,7,13,0.19,151,0.27594,0.135,9.638697338
3375732,earthquake,2010-09-05T00:07:18.694Z,2013-07-16T14:37:00.000Z,172.37172,-43.63316,2.909,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,5,6,0.191,155,0.17407,0.15,20.19831137
3366915,earthquake,2010-09-05T00:16:13.210Z,2013-07-16T14:09:00.000Z,172.15195,-43.47188,2.651,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,5,0.167,114,0.16699,0.216,6.29702804
3366916,earthquake,2010-09-05T00:19:13.498Z,2013-07-16T14:09:00.000Z,172.35396,-43.5941,3.7,8.7478,Mw,,GROPE,reviewed,,nz1dr,26,13,,0.02,136,0.21926,,16.72790731
3375788,earthquake,2010-09-05T00:20:45.189Z,2013-07-16T14:37:00.000Z,172.34055,-43.63017,3.141,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,4,8,0.212,215,0.11077,0.189,18.00397524
3366918,earthquake,2010-09-05T00:22:58.341Z,2013-07-16T14:09:00.000Z,172.15289,-43.51964,2.69,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.21,218,0.17236,0.147,1.483169372
3366919,earthquake,2010-09-05T00:26:46.255Z,2013-07-16T14:09:00.000Z,172.19814,-43.61833,2.941,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,7,0.312,158,0.12711,0.205,10.40927573
3366920,earthquake,2010-09-05T00:27:32.566Z,2013-07-16T14:09:00.000Z,171.93486,-43.55879,3.848,5.554,ML,,GROPE,reviewed,,nz1dr,16,8,23,0.025,150,0.17495,0.219,19.10966805
3366922,earthquake,2010-09-05T00:36:35.547Z,2013-07-16T14:09:00.000Z,172.32443,-43.58844,3.644,14.5676,ML,,GROPE,reviewed,,nz1dr,14,7,20,0.14,139,0.12675,0.154,14.32540915
3376320,earthquake,2010-09-05T00:37:36.008Z,2013-07-16T14:39:00.000Z,171.84985,-43.62611,3.037,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,9,0.328,163,0.25072,0.201,27.87964601
3366924,earthquake,2010-09-05T00:40:49.796Z,2013-07-16T14:09:00.000Z,172.07434,-43.59186,2.799,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.266,154,0.11508,0.251,10.4116328
3366925,earthquake,2010-09-05T00:43:16.923Z,2013-07-16T14:09:00.000Z,172.44284,-43.63536,3.7,9.5666,Mw,,GROPE,reviewed,,nz1dr,34,18,,0.021,134,0.15277,,25.19248729
3366930,earthquake,2010-09-05T00:55:46.983Z,2013-07-16T14:09:00.000Z,172.45311,-43.61773,3.004,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,6,0.13,142,0.35141,0.135,25.07732829
3376913,earthquake,2010-09-05T00:56:37.214Z,2013-07-16T14:39:00.000Z,172.47342,-43.57239,2.946,26.71,ML,,GROPE,reviewed,,nz1dr,11,5,9,0.109,126,0.24013,0.338,25.12415296
3366931,earthquake,2010-09-05T00:59:13.406Z,2013-07-16T14:09:00.000Z,171.87108,-43.57574,3.241,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,12,0.276,153,0.18152,0.148,24.52226718
3376933,earthquake,2010-09-05T01:04:51.800Z,2013-07-16T14:40:00.000Z,172.15683,-43.598,2.951,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,7,6,0.114,154,0.2126,0.22,7.911178944
3366933,earthquake,2010-09-05T01:04:56.957Z,2013-07-16T14:09:00.000Z,172.38203,-43.63087,4.5,7.4867,Mw,,GROPE,reviewed,,nz1dr,54,29,,0.036,95,0.21097,,20.73661962
3366937,earthquake,2010-09-05T01:14:52.213Z,2013-07-16T14:09:00.000Z,172.43944,-43.59151,3.307,7.2458,ML,,GROPE,reviewed,,nz1dr,15,8,15,0.08,108,0.20627,0.138,23.01232254
3366939,earthquake,2010-09-05T01:19:23.455Z,2013-07-16T14:09:00.000Z,172.29456,-43.57668,2.624,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,6,0.239,206,0.10995,0.254,11.58708589
3379070,earthquake,2010-09-05T01:20:28.287Z,2013-07-16T14:43:00.000Z,172.41299,-43.64095,2.5,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,3,0.166,208,0.26769,0.061,23.43604336
3366942,earthquake,2010-09-05T01:29:14.463Z,2013-07-16T14:09:00.000Z,172.38695,-43.6193,2.704,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,8,0.177,179,0.09794,0.323,20.39409687
3366944,earthquake,2010-09-05T01:33:57.014Z,2013-07-16T14:09:00.000Z,172.26112,-43.60632,2.739,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,7,0.265,185,0.36798,0.288,11.55621069
3366947,earthquake,2010-09-05T01:41:36.852Z,2013-07-16T14:09:00.000Z,171.93221,-43.5646,2.711,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,10,0.249,193,0.21485,0.346,19.44622373
3366948,earthquake,2010-09-05T01:46:16.625Z,2013-07-16T14:09:00.000Z,172.36212,-43.65055,2.675,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,4,0.204,219,0.14463,0.338,20.79352096
3366951,earthquake,2010-09-05T01:55:53.964Z,2013-07-16T14:09:00.000Z,172.20215,-43.57699,3.9,9.1725,Mw,,GROPE,reviewed,,nz1dr,42,21,,0.083,78,0.19726,,6.17389792
3379097,earthquake,2010-09-05T01:58:20.305Z,2013-07-16T14:43:00.000Z,171.93735,-43.54293,3.854,8.8724,ML,,GROPE,reviewed,,nz1dr,26,13,26,0.016,121,0.18947,0.247,18.66905814
3379600,earthquake,2010-09-05T01:59:41.948Z,2013-07-16T14:44:00.000Z,171.99471,-43.57909,2.663,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.253,262,0.12265,0.254,15.10079253
3379604,earthquake,2010-09-05T02:00:22.181Z,2013-07-16T14:44:00.000Z,171.92995,-43.5375,3.463,8.1017,ML,,GROPE,reviewed,,nz1dr,17,9,17,0.106,117,0.23882,0.203,19.21890334
3379612,earthquake,2010-09-05T02:01:49.601Z,2013-07-17T14:51:00.000Z,172.37907,-43.57098,2.344,7.8945,ML,,GROPE,reviewed,,nz1dr,12,7,6,0.121,154,0.21221,0.183,17.69476673
3379608,earthquake,2010-09-05T02:02:20.554Z,2013-07-16T14:44:00.000Z,171.89912,-43.54685,3.212,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.241,192,0.17009,0.266,21.77779724
3366959,earthquake,2010-09-05T02:16:25.991Z,2013-07-16T14:09:00.000Z,172.18341,-43.46643,2.828,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,5,0.175,165,0.36596,0.232,6.883595022
3366960,earthquake,2010-09-05T02:19:31.970Z,2013-07-16T14:09:00.000Z,172.14331,-43.4952,2.881,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.184,215,0.15503,0.25,4.085753099
3366964,earthquake,2010-09-05T02:30:49.713Z,2013-07-16T14:09:00.000Z,172.14481,-43.52154,2.724,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.209,221,0.1103,0.278,1.972145942
3380111,earthquake,2010-09-05T02:33:28.219Z,2013-07-16T14:45:00.000Z,172.32689,-43.5691,2.647,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.215,141,0.28907,0.296,13.62709933
3366965,earthquake,2010-09-05T02:34:32.367Z,2013-07-16T14:09:00.000Z,172.34587,-43.58994,3.464,7.7926,ML,,GROPE,reviewed,,nz1dr,18,9,17,0.126,136,0.19806,0.151,15.93937686
3366969,earthquake,2010-09-05T02:46:14.964Z,2013-07-16T14:09:00.000Z,172.24831,-43.5769,3.297,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,4,5,0.272,214,0.15718,0.145,8.506227953
3380121,earthquake,2010-09-05T02:48:04.925Z,2013-07-16T14:45:00.000Z,172.19682,-43.61808,2.7,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,7,0.312,158,0.22952,0.259,10.35784677
3366972,earthquake,2010-09-05T02:50:33.289Z,2013-07-16T14:09:00.000Z,172.38852,-43.62918,3.188,7.7886,ML,,GROPE,reviewed,,nz1dr,20,10,14,0.079,148,0.18836,0.142,21.07197635
3366973,earthquake,2010-09-05T02:53:02.379Z,2013-07-16T14:09:00.000Z,172.46411,-43.63531,3.889,8.6697,ML,,GROPE,reviewed,,nz1dr,24,12,28,0.033,115,0.17738,0.286,26.70838331
3366976,earthquake,2010-09-05T03:00:12.435Z,2013-07-16T14:09:00.000Z,172.31882,-43.60956,2.972,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.223,212,0.11017,0.303,15.21217794
3366978,earthquake,2010-09-05T03:03:08.688Z,2013-07-16T14:09:00.000Z,171.9003,-43.55003,2.797,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,4,0.244,193,0.30677,0.221,21.72087262
3380604,earthquake,2010-09-05T03:03:22.914Z,2013-07-16T14:46:00.000Z,172.27875,-43.5448,3.065,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.252,138,0.26202,0.229,9.141631984
3366979,earthquake,2010-09-05T03:07:05.135Z,2013-07-16T14:09:00.000Z,172.1666,-43.48083,2.721,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,9,0.048,130,0.18067,0.3,5.169470031
3380612,earthquake,2010-09-05T03:08:08.854Z,2013-07-16T14:46:00.000Z,172.35475,-43.62489,2.777,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.201,211,0.16225,0.133,18.55247907
3366987,earthquake,2010-09-05T03:25:34.803Z,2013-07-16T14:09:00.000Z,172.41183,-43.60876,2.955,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.157,143,0.15992,0.224,21.63626416
3380627,earthquake,2010-09-05T03:28:07.208Z,2013-07-16T14:46:00.000Z,172.09389,-43.57601,2.564,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,4,0.252,151,0.38915,0.174,8.058328233
3366989,earthquake,2010-09-05T03:31:33.949Z,2013-07-16T14:09:00.000Z,172.43497,-43.58593,3.303,6.7012,ML,,GROPE,reviewed,,nz1dr,21,11,18,0.086,103,0.23278,0.158,22.48346781
3381070,earthquake,2010-09-05T03:44:42.225Z,2013-07-16T14:47:00.000Z,172.35201,-43.60482,2.511,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.199,205,0.07252,0.189,17.15297216
3381083,earthquake,2010-09-05T03:46:36.560Z,2013-07-16T14:47:00.000Z,172.4402,-43.65237,2.79,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.153,208,0.1615,0.258,25.96497985
3366994,earthquake,2010-09-05T03:47:40.127Z,2013-07-16T14:09:00.000Z,172.16599,-43.60203,2.948,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.29,234,0.12609,0.078,8.309970312
3366997,earthquake,2010-09-05T03:53:39.902Z,2013-07-16T14:09:00.000Z,172.16341,-43.61676,2.978,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,8,0.303,237,0.10553,0.401,9.953079044
3366999,earthquake,2010-09-05T03:59:56.275Z,2013-07-16T14:09:00.000Z,172.15396,-43.51883,2.855,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,4,4,0.209,218,0.12255,0.201,1.469567448
3367000,earthquake,2010-09-05T04:03:51.278Z,2013-07-16T14:09:00.000Z,172.3968,-43.60937,3.148,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,7,0.168,199,0.19713,0.154,20.57270373
3386185,earthquake,2010-09-05T04:10:25.589Z,2013-07-16T14:48:00.000Z,172.37465,-43.58625,3.128,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.181,195,0.30896,0.194,17.90005568
3386192,earthquake,2010-09-05T04:11:31.000Z,2013-07-16T14:48:00.000Z,172.35236,-43.6025,2.709,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.198,204,0.22591,0.128,17.04963187
3367004,earthquake,2010-09-05T04:16:00.489Z,2013-07-16T14:09:00.000Z,172.24806,-43.57281,3.125,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.273,213,0.12751,0.133,8.203015642
3386200,earthquake,2010-09-05T04:30:42.984Z,2013-07-16T14:48:00.000Z,172.34886,-43.58728,2.581,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,5,0.2,174,0.12913,0.311,16.03146064
3367019,earthquake,2010-09-05T04:55:08.552Z,2013-07-16T14:09:00.000Z,172.3839,-43.62663,2.836,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.181,151,0.16424,0.187,20.60608978
3367024,earthquake,2010-09-05T05:10:50.951Z,2013-07-16T14:09:00.000Z,172.33063,-43.5586,2.979,12,ML,operator assigned,GROPE,reviewed,,nz1dr,12,7,8,0.213,137,0.27987,0.213,13.56663531
3367025,earthquake,2010-09-05T05:12:32.115Z,2013-07-16T14:09:00.000Z,172.24364,-43.59853,2.882,5,ML,operator assigned,GROPE,reviewed,,nz1dr,6,3,8,0.277,221,0.12014,0.297,9.995924417
3387173,earthquake,2010-09-05T05:15:40.348Z,2013-07-16T14:48:00.000Z,172.39847,-43.56446,3.376,7.9846,ML,,GROPE,reviewed,,nz1dr,24,12,17,0.118,101,0.21687,0.213,19.03360656
3367026,earthquake,2010-09-05T05:16:02.085Z,2013-07-16T14:09:00.000Z,172.47118,-43.64406,3.541,8.4936,ML,,GROPE,reviewed,,nz1dr,26,13,21,0.023,73,0.21046,0.206,27.65975092
3367029,earthquake,2010-09-05T05:22:35.665Z,2013-07-16T14:09:00.000Z,172.4682,-43.64477,3.411,8.4826,ML,,GROPE,reviewed,,nz1dr,25,14,21,0.023,78,0.23518,0.178,27.48534447
3367030,earthquake,2010-09-05T05:24:36.234Z,2013-07-16T14:09:00.000Z,172.09576,-43.60311,3.01,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,9,0.279,156,0.13801,0.227,10.24021763
3367031,earthquake,2010-09-05T05:26:54.973Z,2013-07-16T14:09:00.000Z,172.00052,-43.26859,2.828,8.4241,ML,,GROPE,reviewed,,nz1dr,8,4,4,0.065,145,0.10395,0.225,31.78969289
3367032,earthquake,2010-09-05T05:31:38.005Z,2013-07-16T14:09:00.000Z,171.86749,-43.57302,2.743,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,5,0.275,152,0.0868,0.135,24.74123407
3367033,earthquake,2010-09-05T05:34:09.526Z,2013-07-16T14:09:00.000Z,172.4017,-43.54279,2.66,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,8,8,0.136,90,0.16163,0.212,18.92210078
3367034,earthquake,2010-09-05T05:35:54.197Z,2013-07-16T14:09:00.000Z,172.41609,-43.5411,2.677,12,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,4,0.154,155,0.22682,0.172,20.06260364
3367036,earthquake,2010-09-05T05:39:14.731Z,2013-07-16T14:09:00.000Z,172.56297,-43.63664,3.038,13.9583,ML,,GROPE,reviewed,,nz1dr,9,5,7,0.074,128,0.18451,0.196,34.06226717
3367038,earthquake,2010-09-05T05:41:13.390Z,2013-07-16T14:09:00.000Z,171.90987,-43.55154,2.745,5,ML,operator assigned,GROPE,reviewed,,nz1dr,12,6,7,0.243,149,0.21213,0.198,20.97554578
3367043,earthquake,2010-09-05T05:52:10.906Z,2013-07-16T14:09:00.000Z,172.20085,-43.50824,3.171,7.7852,ML,,GROPE,reviewed,,nz1dr,14,8,9,0.074,135,0.30357,0.174,3.396827709
3367044,earthquake,2010-09-05T05:55:16.968Z,2013-07-16T14:09:00.000Z,172.17355,-43.60536,3.323,8.9035,ML,,GROPE,reviewed,,nz1dr,22,11,18,0.081,82,0.20161,0.19,8.690526057
3367046,earthquake,2010-09-05T06:01:02.535Z,2013-07-16T14:09:00.000Z,172.17184,-43.48182,3.163,5.9484,ML,,GROPE,reviewed,,nz1dr,11,6,7,0.052,131,0.17063,0.135,5.068027508
3367047,earthquake,2010-09-05T06:02:52.257Z,2013-07-16T14:09:00.000Z,171.83159,-43.56882,2.827,5,ML,operator assigned,GROPE,reviewed,,nz1dr,7,4,6,0.284,152,0.38586,0.332,27.4978308
3367048,earthquake,2010-09-05T06:06:08.296Z,2013-07-16T14:09:00.000Z,172.33919,-43.60912,2.849,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,6,7,0.209,150,0.12757,0.268,16.52608359
3367049,earthquake,2010-09-05T06:09:37.013Z,2013-07-16T14:09:00.000Z,172.15523,-43.61721,3.208,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,8,0.302,159,0.20485,0.104,10.04872791
3367053,earthquake,2010-09-05T06:19:11.119Z,2013-07-16T14:09:00.000Z,172.48265,-43.60912,3.435,8.7364,ML,,GROPE,reviewed,,nz1dr,23,12,12,0.055,121,0.182,0.186,26.93763344
3389489,earthquake,2010-09-05T06:19:25.835Z,2013-07-16T14:48:00.000Z,171.89253,-43.53422,3.419,8.9796,ML,,GROPE,reviewed,,nz1dr,26,13,19,0.092,126,0.17253,0.2,22.21596463
3367056,earthquake,2010-09-05T06:28:20.065Z,2013-07-16T14:09:00.000Z,172.34654,-43.61749,2.785,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,7,0.205,152,0.32095,0.292,17.53775041
3367057,earthquake,2010-09-05T06:30:18.041Z,2013-07-16T14:09:00.000Z,172.0428,-43.59093,3.009,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,9,0.263,155,0.23323,0.204,12.31764942
3367060,earthquake,2010-09-05T06:39:08.940Z,2013-07-16T14:09:00.000Z,172.12956,-43.61646,2.866,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,7,0.296,158,0.13698,0.245,10.38404317
3367061,earthquake,2010-09-05T06:42:39.388Z,2013-07-16T14:09:00.000Z,172.15332,-43.5296,2.594,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.219,221,0.1354,0.134,1.205855264
3389499,earthquake,2010-09-05T06:43:52.362Z,2013-07-16T14:48:00.000Z,172.14281,-43.46313,2.748,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,8,0.156,128,0.11086,0.323,7.418800887
3367064,earthquake,2010-09-05T06:49:59.988Z,2013-07-16T14:09:00.000Z,172.58786,-43.5834,3.239,4.7838,ML,,GROPE,reviewed,,nz1dr,19,10,13,0.027,84,0.255,0.212,34.40874949
3367065,earthquake,2010-09-05T06:52:16.156Z,2013-07-16T14:09:00.000Z,172.30557,-43.5825,2.702,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,6,6,0.231,145,0.22055,0.195,12.67548327
3367066,earthquake,2010-09-05T06:55:36.937Z,2013-07-16T14:09:00.000Z,172.2357,-43.60427,2.586,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,4,0.283,153,0.2021,0.311,10.1507216
3367067,earthquake,2010-09-05T06:57:32.645Z,2013-07-16T14:09:00.000Z,172.28505,-43.61062,2.876,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,5,0.248,153,0.13659,0.27,13.22253429
3367070,earthquake,2010-09-05T07:06:53.534Z,2013-07-16T14:09:00.000Z,172.24846,-43.61676,2.866,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,6,0.275,156,0.1615,0.164,11.87474018
3367071,earthquake,2010-09-05T07:10:01.920Z,2013-07-16T14:09:00.000Z,172.01624,-43.26565,3.299,8.8052,ML,,GROPE,reviewed,,nz1dr,13,8,10,0.064,100,0.16204,0.279,31.57153504
3367074,earthquake,2010-09-05T07:15:27.175Z,2013-07-16T14:09:00.000Z,171.92963,-43.55328,2.799,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,6,0.239,148,0.1612,0.275,19.42460551
3367075,earthquake,2010-09-05T07:18:31.843Z,2013-07-16T14:09:00.000Z,172.2975,-43.59291,3.585,9.1071,ML,,GROPE,reviewed,,nz1dr,28,14,23,0.031,86,0.19128,0.171,12.73554025
3367080,earthquake,2010-09-05T07:28:28.624Z,2013-07-16T14:09:00.000Z,172.13774,-43.60784,2.93,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,7,7,0.289,111,0.14945,0.257,9.279210024
3367082,earthquake,2010-09-05T07:36:23.779Z,2013-07-16T14:09:00.000Z,172.2551,-43.5977,2.783,5,ML,operator assigned,GROPE,reviewed,,nz1dr,11,5,8,0.268,151,0.19343,0.338,10.51583103
3367084,earthquake,2010-09-05T07:42:50.275Z,2013-07-16T14:09:00.000Z,171.91071,-43.52978,3.344,8.8514,ML,,GROPE,reviewed,,nz1dr,30,15,22,0.103,120,0.20358,0.164,20.73964326
3367088,earthquake,2010-09-05T07:53:28.877Z,2013-07-16T14:10:00.000Z,172.25319,-43.60777,2.62,12,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.271,153,0.34972,0.236,11.27914104
3367089,earthquake,2010-09-05T07:56:19.225Z,2013-07-16T14:10:00.000Z,172.04825,-43.61076,2.841,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,6,7,0.283,158,0.17144,0.217,13.38242863
3367090,earthquake,2010-09-05T08:00:25.396Z,2013-07-16T14:10:00.000Z,171.91809,-43.55961,2.573,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,6,0.248,150,0.18111,0.261,20.45564259
3367092,earthquake,2010-09-05T08:03:47.193Z,2013-07-16T14:10:00.000Z,172.20319,-43.6526,2.658,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,6,0.314,165,0.10256,0.305,14.21792763
3390981,earthquake,2010-09-05T08:05:22.586Z,2013-07-16T14:48:00.000Z,172.39876,-43.56284,3.287,7.1712,ML,,GROPE,reviewed,,nz1dr,26,14,19,0.074,102,0.17363,0.169,19.01843246
3367096,earthquake,2010-09-05T08:16:20.443Z,2013-07-16T14:10:00.000Z,172.37845,-43.58818,2.818,19.2521,ML,,GROPE,reviewed,,nz1dr,9,6,6,0.178,141,0.10316,0.319,18.26353676
3390991,earthquake,2010-09-05T08:17:03.738Z,2013-07-16T14:48:00.000Z,172.14972,-43.58891,2.777,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,9,0.274,153,0.17126,0.293,7.005187572
3367098,earthquake,2010-09-05T08:19:20.786Z,2013-07-16T14:10:00.000Z,172.5276,-43.60808,2.833,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,4,5,0.076,170,0.29873,0.184,30.33678769
3390993,earthquake,2010-09-05T08:19:54.889Z,2013-07-16T14:48:00.000Z,171.87755,-43.51807,2.86,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.223,142,0.29442,0.204,23.4359786
3367100,earthquake,2010-09-05T08:24:39.464Z,2013-07-16T14:10:00.000Z,172.36322,-43.59731,2.827,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,7,0.19,144,0.18287,0.274,17.55457682
3367101,earthquake,2010-09-05T08:30:05.574Z,2013-07-16T14:10:00.000Z,172.46434,-43.6304,2.984,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,7,0.127,146,0.11924,0.237,26.48496828
3367103,earthquake,2010-09-05T08:35:53.624Z,2013-07-16T14:10:00.000Z,171.80264,-43.57982,3.285,7.0662,ML,,GROPE,reviewed,,nz1dr,26,13,19,0.037,127,0.2071,0.212,30.01162939
3367108,earthquake,2010-09-05T08:47:11.777Z,2013-07-16T14:10:00.000Z,172.37155,-43.56135,2.95,5,ML,operator assigned,GROPE,reviewed,,nz1dr,9,5,9,0.183,134,0.20034,0.268,16.84154934
3367110,earthquake,2010-09-05T08:55:02.794Z,2013-07-16T14:10:00.000Z,172.38927,-43.77238,3.24,7.0229,ML,,GROPE,reviewed,,nz1dr,28,14,19,0.043,202,0.13668,0.242,32.55307429
3367115,earthquake,2010-09-05T09:05:14.542Z,2013-07-16T14:10:00.000Z,172.45059,-43.64566,3.044,5,ML,operator assigned,GROPE,reviewed,,nz1dr,10,5,6,0.143,153,0.09589,0.14,26.29525838
3392072,earthquake,2010-09-05T09:07:34.456Z,2013-07-16T14:48:00.000Z,172.37512,-43.6332,2.681,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,3,0.189,155,0.15111,0.103,20.42406239
3367116,earthquake,2010-09-05T09:07:52.841Z,2013-07-16T14:10:00.000Z,172.24965,-43.59155,4.107,7.5701,ML,,GROPE,reviewed,,nz1dr,36,18,37,0.036,49,0.19915,0.199,9.714665561
3392078,earthquake,2010-09-05T09:09:54.427Z,2013-07-16T14:48:00.000Z,172.18626,-43.58306,2.997,5,ML,operator assigned,GROPE,reviewed,,nz1dr,8,5,7,0.277,150,0.17723,0.223,6.372481591
