longitude, latitude
172.1563,-43.62478
172.31198,-43.58831
172.22591,-43.59649
171.89012,-43.60089
172.42899,-43.62254
172.19344,-43.54403
172.19826,-43.53819
172.37079,-43.55818
172.28946,-43.56815
172.21309,-43.59621
172.51782,-43.56116
172.27338,-43.61273
172.17668,-43.61364
171.87485,-43.58384
172.38423,-43.62786
172.4046,-43.54137
172.33609,-43.60838
172.34029,-43.58985
172.37001,-43.62367
172.46312,-43.65911
172.35254,-43.57971
172.15016,-43.57456
172.43527,-43.61401
172.15356,-43.62331
172.33922,-43.57684
172.42149,-43.57253
172.14856,-43.48272
172.33237,-43.57183
172.13287,-43.58955
172.37572,-43.58193
172.31616,-43.59349
172.60268,-43.59968
172.18788,-43.62982
172.37469,-43.58495
172.4133,-43.53983
172.36118,-43.63866
172.04335,-43.60528
172.10158,-43.51501
172.42204,-43.57153
171.89587,-43.55279
172.17453,-43.50886
172.29117,-43.59851
172.12694,-43.53466
172.19431,-43.49708
172.17816,-43.50919
172.0896,-43.50986
172.25542,-43.61336
172.0882,-43.64809
172.17412,-43.51949
172.25348,-43.52426
172.18654,-43.45482
172.16931,-43.48843
171.89168,-43.52374
172.33017,-43.60033
172.30354,-43.589
172.19217,-43.45801
172.17673,-43.51104
171.87025,-43.57058
172.3252,-43.55315
172.19273,-43.44742
171.93927,-43.56151
172.12961,-43.54673
172.18794,-43.54387
172.21201,-43.6205
172.34697,-43.60793
172.43698,-43.65754
172.23543,-43.61448
172.31609,-43.56137
172.30524,-43.5998
172.22981,-43.57978
172.30833,-43.59458
172.33199,-43.58429
172.31821,-43.56933
172.34843,-43.54638
172.28493,-43.60506
172.28871,-43.5532
172.22229,-43.60522
171.90765,-43.57008
172.37665,-43.56837
172.29449,-43.47795
171.85078,-43.52938
172.3875,-43.56273
172.16624,-43.54823
172.36166,-43.55682
172.20502,-43.61137
172.16194,-43.58303
172.19304,-43.57631
172.14973,-43.5973
171.91478,-43.57524
172.47136,-43.66494
172.48384,-43.66145
172.19788,-43.56808
172.19904,-43.55554
172.33727,-43.54528
172.37135,-43.58549
172.17018,-43.58612
172.36192,-43.60576
172.38495,-43.54853
172.4039,-43.65635
172.06012,-43.61989
172.20894,-43.54391
172.38116,-43.58281
172.04465,-43.62014
172.15585,-43.61858
172.29646,-43.60065
172.22212,-43.57833
172.22343,-43.55259
172.13599,-43.6099
172.35809,-43.61064
172.16975,-43.46585
171.89079,-43.57824
172.37651,-43.61646
172.18065,-43.53887
172.33046,-43.55223
172.37558,-43.59287
172.27466,-43.59178
172.37698,-43.57177
172.44835,-43.6442
172.18365,-43.56239
172.31732,-43.63197
172.52638,-43.54081
171.8936,-43.49067
171.88223,-43.57581
172.75746,-43.68732
171.90707,-43.5413
172.28088,-43.61426
172.34593,-43.60686
172.3661,-43.56586
172.15274,-43.47659
172.7627,-43.53548
172.12054,-43.61533
172.22827,-43.631
172.32986,-43.57957
172.1651,-43.507
172.37297,-43.60941
171.85692,-43.57724
172.18533,-43.5396
171.81586,-43.55323
172.0305,-43.57235
172.59633,-43.65122
172.1777,-43.47255
172.38771,-43.60907
172.18854,-43.49167
172.24487,-43.54424
172.33963,-43.59902
172.3369,-43.63424
172.3372,-43.64513
172.18221,-43.46634
172.17674,-43.50951
172.14719,-43.59712
172.37801,-43.58355
172.40578,-43.70949
171.85904,-43.57548
172.72781,-43.49788
172.173,-43.45458
172.3895,-43.61185
172.15678,-43.50449
172.28932,-43.56154
172.37318,-43.5961
171.82387,-43.51784
172.24036,-43.61034
172.16487,-43.52784
172.27937,-43.58854
172.3268,-43.5901
172.43723,-43.6518
172.36629,-43.56487
171.90109,-43.56649
172.33606,-43.54554
172.26317,-43.61839
172.31476,-43.59529
172.29292,-43.59092
172.26643,-43.61955
172.34151,-43.58413
172.14975,-43.56766
172.27991,-43.61853
172.16835,-43.46699
172.78465,-43.69313
172.4218,-43.61425
172.35629,-43.5771
172.37561,-43.56815
172.18874,-43.55099
171.97945,-43.53708
172.43736,-43.65438
172.17921,-43.62146
172.24501,-43.59514
172.53369,-43.65904
172.1814,-43.59778
172.1595,-43.61834
172.28375,-43.61155
172.14978,-43.50332
172.31812,-43.58928
172.13113,-43.63537
172.25485,-43.60133
172.15744,-43.61576
171.76564,-43.54185
171.75865,-43.53485
171.90828,-43.54179
172.15649,-43.51737
172.18304,-43.4535
171.74184,-43.54025
172.33936,-43.57898
171.89366,-43.59371
172.03275,-43.58489
171.85612,-43.57955
172.94284,-43.72343
172.31197,-43.55562
172.12993,-43.59402
172.36049,-43.59975
172.16747,-43.4598
172.38351,-43.55688
172.19182,-43.59254
172.20456,-43.57442
172.19746,-43.52572
172.35374,-43.59917
172.15895,-43.48091
172.42099,-43.6338
172.22192,-43.57158
172.19989,-43.59064
172.31332,-43.55193
172.2795,-43.5975
172.12221,-43.59299
172.19855,-43.57605
172.37134,-43.61494
171.87448,-43.57753
172.1488,-43.55521
172.16565,-43.61452
172.36662,-43.60278
172.30153,-43.59863
172.34201,-43.66002
172.27148,-43.61401
172.32915,-43.64805
172.19666,-43.57695
172.50755,-43.63115
172.16191,-43.51609
172.05667,-43.60797
172.25748,-43.6049
172.37366,-43.82254
172.53952,-43.52347
172.20226,-43.63772
172.53075,-43.52076
172.40894,-43.59418
172.06325,-43.62175
172.17174,-43.49399
172.28833,-43.56696
172.4301,-43.57109
172.14047,-43.52195
172.39882,-43.60123
171.9675,-43.57444
172.1622,-43.46226
172.37053,-43.57859
172.28497,-43.61855
172.3773,-43.57053
172.33371,-43.61221
171.91994,-43.56841
172.04584,-43.59819
171.87743,-43.55658
172.38454,-43.58571
172.24898,-43.62496
172.33771,-43.63332
172.0992,-43.45775
172.12321,-43.58701
172.46201,-43.62967
172.23569,-43.59897
172.26439,-43.6071
172.09557,-43.51162
172.33281,-43.60033
172.40712,-43.62481
172.26022,-43.60166
172.26704,-43.53131
172.14772,-43.60048
172.2326,-43.61617
171.94656,-43.5598
172.32295,-43.61541
172.342,-43.62397
172.41013,-43.62014
172.04649,-43.61341
172.38425,-43.60336
171.9787,-43.54765
171.95403,-43.5653
172.38029,-43.6109
172.4016,-43.65396
172.37891,-43.63746
172.27705,-43.60916
171.96758,-43.56323
172.40302,-43.5382
172.15689,-43.46883
172.24355,-43.59707
172.2821,-43.55174
171.97394,-43.55993
172.35181,-43.60376
172.37813,-43.63754
172.31461,-43.54537
172.40712,-43.58068
172.20827,-43.61098
172.14015,-43.4794
171.84827,-43.58543
172.40469,-43.64397
172.32283,-43.54272
172.26033,-43.58622
172.13727,-43.61216
172.22578,-43.52676
172.4715,-43.63068
172.20201,-43.57437
172.30643,-43.60524
172.29355,-43.60836
172.21169,-43.54198
172.2596,-43.6234
172.39426,-43.62265
172.28328,-43.62034
172.2746,-43.57844
172.41232,-43.56508
172.04422,-43.60038
172.1804,-43.50831
172.37415,-43.61951
172.20309,-43.61381
172.00414,-43.5691
172.25591,-43.62244
172.41788,-43.61637
172.37701,-43.55766
171.91019,-43.55082
172.33493,-43.59315
172.42773,-43.62217
172.36292,-43.54441
172.32619,-43.62144
172.34743,-43.57168
172.25613,-43.5961
172.24699,-43.58549
172.2197,-43.64252
172.30138,-43.66826
172.13419,-43.55625
171.91341,-43.37715
172.1765,-43.45129
172.34825,-43.5908
172.16286,-43.52803
171.86462,-43.53455
172.20306,-43.54866
172.20764,-43.61184
172.42841,-43.62794
172.01021,-43.5199
172.36783,-43.64254
172.37888,-43.63466
172.34567,-43.59768
172.1427,-43.56722
172.16469,-43.59322
171.98169,-43.5639
172.33405,-43.60363
172.24426,-43.61934
171.8304,-43.57887
172.13901,-43.61301
172.10587,-43.60439
172.18959,-43.57462
172.32182,-43.5867
172.32555,-43.7037
172.35217,-43.58854
172.8226,-43.71866
172.19836,-43.51109
172.20012,-43.58299
172.17439,-43.54096
172.35323,-43.57468
172.37794,-43.58241
172.38722,-43.55628
172.50871,-43.54758
172.20491,-43.54701
172.24768,-43.6029
172.38042,-43.56866
172.33723,-43.60905
172.3765,-43.56893
171.94429,-43.59815
172.36594,-43.57769
172.35855,-43.585
172.38016,-43.5721
172.3688,-43.56165
171.91048,-43.55237
172.34262,-43.61205
172.32773,-43.56575
172.38448,-43.62369
172.39363,-43.61001
171.88455,-43.56952
172.17752,-43.52332
172.37761,-43.57165
172.38072,-43.56652
172.32237,-43.59998
172.35146,-43.58402
172.22664,-43.6263
171.90462,-43.61897
172.31306,-43.60107
172.43507,-43.65062
172.31134,-43.58347
172.36633,-43.62269
172.46417,-43.6502
172.40012,-43.60672
172.34627,-43.59541
172.31183,-43.57567
172.15999,-43.47099
172.18135,-43.48442
172.17654,-43.55654
172.34044,-43.61113
172.40431,-43.64265
172.16667,-43.49199
172.13925,-43.48526
172.1891,-43.49126
172.44362,-43.65661
172.17664,-43.63257
172.39731,-43.59186
172.06636,-43.60074
172.17108,-43.48068
172.33134,-43.60404
172.16605,-43.48267
172.16225,-43.61157
171.85664,-43.55848
171.94409,-43.55117
171.96745,-43.52746
171.95226,-43.54738
172.12485,-43.60203
172.33618,-43.60535
171.87054,-43.58011
172.35602,-43.56638
172.18065,-43.50824
172.21977,-43.60242
172.19798,-43.5757
172.77831,-43.66328
172.40303,-43.60254
171.97157,-43.56901
172.46964,-43.60443
172.11378,-43.62
172.28661,-43.60353
172.14967,-43.48399
171.91029,-43.56404
171.8868,-43.56665
172.43103,-43.52075
172.19815,-43.54231
172.34908,-43.59175
172.34541,-43.58578
172.24577,-43.59603
172.47755,-43.64536
171.8951,-43.56404
171.92296,-43.54601
172.45004,-43.56748
171.97141,-43.56948
172.4753,-43.64399
172.33588,-43.6083
172.38544,-43.58635
171.89357,-43.54206
172.37567,-43.59442
171.98711,-43.26196
172.01224,-43.2531
171.96626,-43.24471
171.98886,-43.26343
172.0195,-43.22588
172.35878,-43.58007
172.17352,-43.60069
172.00345,-43.272
172.30426,-43.55859
172.25035,-43.61271
172.38438,-43.57802
172.04881,-43.61744
172.38664,-43.57738
172.13484,-43.59824
172.46259,-43.64651
172.42439,-43.5885
172.37537,-43.57209
172.36987,-43.5768
172.35844,-43.57229
172.28841,-43.59056
172.04608,-43.58433
172.26291,-43.61205
172.22108,-43.58651
172.28479,-43.59489
172.01569,-43.56937
172.2525,-43.612
171.85364,-43.58515
172.38245,-43.61341
172.38116,-43.56482
172.3775,-43.56819
172.11821,-43.59623
171.89136,-43.58526
172.48453,-43.62852
172.34511,-43.58118
172.45007,-43.65026
171.86858,-43.57794
172.40773,-43.60591
172.3027,-43.55255
172.26407,-43.60358
172.25552,-43.60311
172.0094,-43.26968
172.44577,-43.64006
172.24532,-43.60368
172.41505,-43.5872
172.02943,-43.61312
172.12827,-43.40755
172.1756,-43.49463
172.18892,-43.61312
172.40445,-43.63432
171.94072,-43.58362
172.44296,-43.62104
172.2773,-43.59179
172.26778,-43.56912
171.88354,-43.60678
172.36771,-43.57874
172.11258,-43.48724
172.18883,-43.60041
172.16489,-43.60967
172.14056,-43.59851
172.16751,-43.61774
172.15829,-43.47335
172.16373,-43.45036
172.78572,-43.70912
172.20195,-43.59551
172.21962,-43.59992
172.31706,-43.62617
172.20067,-43.61505
171.82994,-43.59219
172.32016,-43.59496
172.43484,-43.63011
172.20412,-43.56386
172.31516,-43.60055
172.33896,-43.57761
171.84727,-43.58189
172.3018,-43.56664
172.19022,-43.51411
172.32515,-43.59084
172.38661,-43.59733
172.05612,-43.6136
171.84264,-43.55225
172.3844,-43.56961
172.06535,-43.6174
172.39908,-43.61864
172.20401,-43.61597
172.1761,-43.48949
172.23401,-43.6065
171.8457,-43.56802
172.44583,-43.65176
172.07327,-43.59248
172.32318,-43.7165
172.17006,-43.59704
172.16299,-43.49747
172.29521,-43.55809
172.17909,-43.62339
172.44633,-43.66214
172.32892,-43.60385
172.45174,-43.6529
172.33104,-43.67258
172.27901,-43.59653
172.39767,-43.56116
172.40042,-43.61483
172.39961,-43.60904
172.36505,-43.65262
171.76102,-43.54898
172.14526,-43.6031
172.1609,-43.52155
172.25278,-43.57264
172.40387,-43.58742
172.19916,-43.57698
172.56395,-43.54011
172.19456,-43.50942
172.40764,-43.62186
172.34683,-43.59111
172.4554,-43.54418
171.94463,-43.55417
172.07689,-43.58707
172.23526,-43.61919
172.39386,-43.55835
171.89098,-43.56095
172.32401,-43.61353
172.22423,-43.63111
171.92625,-43.57283
172.2321,-43.62973
172.14029,-43.56694
172.20868,-43.55128
172.15602,-43.42321
171.64807,-43.81577
172.26434,-43.61076
172.34737,-43.59513
172.53535,-43.52012
172.4915,-43.54022
171.85258,-43.59932
172.32666,-43.59663
171.87035,-43.58527
172.42661,-43.63643
171.63214,-43.57854
172.17873,-43.49049
171.88377,-43.55697
172.06607,-43.5844
172.15755,-43.4616
172.14874,-43.61818
172.14763,-43.6081
172.3792,-43.64444
172.15968,-43.61218
172.3282,-43.5415
172.37833,-43.63164
172.13609,-43.60851
172.43581,-43.59351
172.15138,-43.61697
172.38554,-43.63238
172.35651,-43.58031
172.36504,-43.57449
172.45647,-43.64472
172.18793,-43.57202
171.89178,-43.56773
172.38676,-43.56028
172.17453,-43.60015
171.88933,-43.62033
172.38953,-43.61647
172.34175,-43.59006
171.91188,-43.56633
172.94264,-43.2672
172.14459,-43.60064
172.3893,-43.56427
172.14949,-43.61517
172.00598,-43.26462
172.1476,-43.61864
172.28525,-43.56036
172.40892,-43.64223
171.88043,-43.58006
171.88388,-43.55182
172.16451,-43.49239
171.88091,-43.56384
171.92352,-43.56777
172.35222,-43.58633
172.16083,-43.50614
172.19672,-43.50451
172.28984,-43.60449
171.89349,-43.59462
172.1707,-43.51483
171.88785,-43.54869
172.16127,-43.59513
172.39381,-43.58376
172.26042,-43.61144
172.3717,-43.65087
171.93904,-43.55844
172.19196,-43.5392
172.36642,-43.62109
172.38062,-43.59384
171.94766,-43.5588
171.74315,-43.5589
172.33432,-43.61337
172.43462,-43.61414
172.37526,-43.56985
172.4225,-43.62117
172.39388,-43.60055
172.09662,-43.5901
171.88641,-43.54515
172.34187,-43.61994
171.95604,-43.23745
171.89436,-43.56295
172.32617,-43.59127
171.89575,-43.58829
172.18405,-43.57119
172.37953,-43.63556
172.32945,-43.60217
172.42502,-43.60212
172.21895,-43.60532
172.0856,-43.6275
172.89674,-43.4317
171.8597,-43.55265
172.11794,-43.44704
172.39041,-43.63535
172.37006,-43.57325
171.8725,-43.56815
172.0728,-43.52858
172.42294,-43.60497
172.34172,-43.58527
171.96031,-43.29507
171.94629,-43.29355
172.38231,-43.56614
172.19046,-43.45955
172.25996,-43.62617
172.40109,-43.59822
172.1684,-43.48001
172.39804,-43.63996
171.8584,-43.53201
172.17308,-43.47834
172.13773,-43.47855
172.4326,-43.63824
172.44003,-43.65873
172.1517,-43.60926
171.89137,-43.59511
171.955,-43.30067
172.2937,-43.57828
172.22293,-43.61401
172.38396,-43.64988
172.28975,-43.57349
172.11819,-43.64194
172.36545,-43.57783
172.24884,-43.60686
172.4274,-43.67558
172.37611,-43.55879
172.32353,-43.62205
171.922,-43.54683
172.15617,-43.52676
172.24875,-43.60982
172.30669,-43.57832
171.98082,-43.57405
172.24275,-43.59495
172.37172,-43.63316
172.15195,-43.47188
172.35396,-43.5941
172.34055,-43.63017
172.15289,-43.51964
172.19814,-43.61833
171.93486,-43.55879
172.32443,-43.58844
171.84985,-43.62611
172.07434,-43.59186
172.44284,-43.63536
172.45311,-43.61773
172.47342,-43.57239
171.87108,-43.57574
172.15683,-43.598
172.38203,-43.63087
172.43944,-43.59151
172.29456,-43.57668
172.41299,-43.64095
172.38695,-43.6193
172.26112,-43.60632
171.93221,-43.5646
172.36212,-43.65055
172.20215,-43.57699
171.93735,-43.54293
171.99471,-43.57909
171.92995,-43.5375
172.37907,-43.57098
171.89912,-43.54685
172.18341,-43.46643
172.14331,-43.4952
172.14481,-43.52154
172.32689,-43.5691
172.34587,-43.58994
172.24831,-43.5769
172.19682,-43.61808
172.38852,-43.62918
172.46411,-43.63531
172.31882,-43.60956
171.9003,-43.55003
172.27875,-43.5448
172.1666,-43.48083
172.35475,-43.62489
172.41183,-43.60876
172.09389,-43.57601
172.43497,-43.58593
172.35201,-43.60482
172.4402,-43.65237
172.16599,-43.60203
172.16341,-43.61676
172.15396,-43.51883
172.3968,-43.60937
172.37465,-43.58625
172.35236,-43.6025
172.24806,-43.57281
172.34886,-43.58728
172.3839,-43.62663
172.33063,-43.5586
172.24364,-43.59853
172.39847,-43.56446
172.47118,-43.64406
172.4682,-43.64477
172.09576,-43.60311
172.00052,-43.26859
171.86749,-43.57302
172.4017,-43.54279
172.41609,-43.5411
172.56297,-43.63664
171.90987,-43.55154
172.20085,-43.50824
172.17355,-43.60536
172.17184,-43.48182
171.83159,-43.56882
172.33919,-43.60912
172.15523,-43.61721
172.48265,-43.60912
171.89253,-43.53422
172.34654,-43.61749
172.0428,-43.59093
172.12956,-43.61646
172.15332,-43.5296
172.14281,-43.46313
172.58786,-43.5834
172.30557,-43.5825
172.2357,-43.60427
172.28505,-43.61062
172.24846,-43.61676
172.01624,-43.26565
171.92963,-43.55328
172.2975,-43.59291
172.13774,-43.60784
172.2551,-43.5977
171.91071,-43.52978
172.25319,-43.60777
172.04825,-43.61076
171.91809,-43.55961
172.20319,-43.6526
172.39876,-43.56284
172.37845,-43.58818
172.14972,-43.58891
172.5276,-43.60808
171.87755,-43.51807
172.36322,-43.59731
172.46434,-43.6304
171.80264,-43.57982
172.37155,-43.56135
172.38927,-43.77238
172.45059,-43.64566
172.37512,-43.6332
172.24965,-43.59155
172.18626,-43.58306
172.41382,-43.56583
172.3943,-43.5822
171.88705,-43.54343
172.5114,-43.56689
172.34706,-43.60109
172.18462,-43.57227
172.16145,-43.52869
172.4496,-43.60554
172.20605,-43.62552
172.00697,-43.5882
172.19214,-43.60834
172.06741,-43.5973
172.41664,-43.58693
172.36992,-43.5854
172.42703,-43.62851
172.34477,-43.60536
172.40387,-43.57572
172.36647,-43.58464
172.35553,-43.60609
172.18196,-43.55602
172.2946,-43.56549
172.43227,-43.62171
172.17285,-43.56633
172.01465,-43.56137
171.80365,-43.54681
171.9368,-43.55164
172.06793,-43.6064
172.38715,-43.56505
171.93021,-43.52782
172.39819,-43.65488
171.85396,-43.52691
172.34186,-43.59861
172.35139,-43.57929
172.29924,-43.6288
172.31764,-43.58875
172.31667,-43.58051
172.22356,-43.64002
171.89914,-43.57339
172.37683,-43.57102
171.86885,-43.55976
172.38976,-43.58875
172.28714,-43.59937
